PrimaryKey,DateUpdated,ProcuringAgencyOrganisation,ProjectName,ProjectShortDescription,ParentProjectID,ProjectStatus,FundingStatus,ProcurementType,ProcurementMethod,ProjectRegion,ProjectCityTown,ProjectSuburb,ProjectSector,EstimatedProjectValueRange,EstimatedQuarterBusinessCaseStart,EstimatedQuarterBusinessCaseCompletion,EstimatedQuarterProcurementStart,EstimatedQuarterProcurementCompletion,EstimatedQuarterConstructionStart,EstimatedQuarterConstructionCompletion,EstimatedQuarterProjectRangeStart,EstimatedQuarterProjectRangeCompletion,ProjectInfoURL,EstimatedProjectValueNote,Contact,Latitude,Longitude
kaOrProject_1056,2023-09-30,Kainga Ora,Riselaw St   Mairehau  Christchurch.,This housing development project includes infrastructure to deliver 3 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2023-Q1,,,,,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1059,2023-09-30,Kainga Ora,Molesworth St &   Taita  Lower Hutt.,This housing development project includes infrastructure to deliver 6 new units.,,Under Construction,Funded for Delivery,Direct,Construct Only,Wellington,,,Housing,1 - 5 million,2022-Q4,,2023-Q1,2023-Q2,2023-Q2,2024-Q2,2019-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1060,2023-09-30,Kainga Ora,Harper St &   Whanganui.,This housing development project includes infrastructure to deliver 2 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Manawatū - Whanganui,,,Housing,1 - 5 million,2023-Q2,,,,,2024-Q1,2021-Q1,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1061,2023-09-30,Kainga Ora,Harper St   Whanganui.,This housing development project includes infrastructure to deliver 1 new units.,,In Procurement,Funding Source Confirmed,Direct,Construct Only,Manawatū - Whanganui,,,Housing,< 1 million,2023-Q2,,2023-Q1,,,2024-Q1,2021-Q1,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1062,2023-09-30,Kainga Ora,Puriri St &   Whanganui.,This housing development project includes infrastructure to deliver 2 new units.,,In Procurement,Funding Source Confirmed,Direct,Construct Only,Manawatū - Whanganui,,,Housing,1 - 5 million,2023-Q2,,2023-Q1,,,2024-Q1,2021-Q1,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1064,2023-09-30,Kainga Ora,Vinegar Hill Rd   Tikipunga  Whangarei.,This housing development project includes infrastructure to deliver 8 new units.,,In Procurement,Funding Source Confirmed,Limited,Construct Only,Northland,,,Housing,5 - 25 million,2022-Q4,,2022-Q4,2023-Q1,2023-Q3,2024-Q2,2021-Q2,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1065,2023-09-30,Kainga Ora,Lambeth Cres   Redwood  Christchurch.,This housing development project includes infrastructure to deliver 4 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2022-Q3,,,,2023-Q2,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1066,2023-09-30,Kainga Ora,Thomason Ave   Motueka.,This housing development project includes infrastructure to deliver 1 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Tasman,,,Housing,1 - 5 million,2022-Q3,,,,2023-Q3,2024-Q2,2021-Q2,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1067,2023-09-30,Kainga Ora,Marsden Road   Stoke  Nelson.,This housing development project includes infrastructure to deliver 3 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Marlborough,,,Housing,1 - 5 million,2022-Q3,,,,,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1068,2023-09-30,Kainga Ora,Albertson Ave   Port Chalmers  Dunedin.,This housing development project includes infrastructure to deliver 4 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Otago,,,Housing,1 - 5 million,2023-Q1,,,,,2024-Q2,2021-Q1,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1070,2023-09-30,Kainga Ora,Wayside Ave   Burnside  Christchurch.,This housing development project includes infrastructure to deliver 3 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2022-Q3,,,,,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1071,2023-09-30,Kainga Ora,Clyde Rd   Aorangi Rd & Nyton Place   Bryndwr  Christchurch.,This housing development project includes infrastructure to deliver 8 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Housing,5 - 25 million,2022-Q3,,,,,2024-Q4,2021-Q3,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1072,2023-09-30,Kainga Ora,Uxbridge St   Northcote  Christchurch.,This housing development project includes infrastructure to deliver 7 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2022-Q3,,,,2023-Q3,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1073,2023-09-30,Kainga Ora,Grahams Rd   Burnside  Christchurch.,This housing development project includes infrastructure to deliver 5 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2023-Q1,,,,,2024-Q3,2021-Q3,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1074,2023-09-30,Kainga Ora,Mysore St   Khandallah  Wellington.,This housing development project includes infrastructure to deliver 3 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Wellington,,,Housing,1 - 5 million,2022-Q4,,,,,2024-Q2,2021-Q1,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1075,2023-09-30,Kainga Ora,Mysore St   Khandallah  Wellington.,This housing development project includes infrastructure to deliver 3 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Wellington,,,Housing,1 - 5 million,2022-Q4,,,,,2024-Q2,2021-Q1,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1076,2023-09-30,Kainga Ora,Holcombe Pl & Studholme St   Somerfield  Christchurch.,This housing development project includes infrastructure to deliver 6 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2023-Q1,,,,,2024-Q2,2020-Q2,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1077,2023-09-30,Kainga Ora,Rawlings St   Bader  Hamilton.,This housing development project includes infrastructure to deliver 3 new units.,,Under Construction,Funded for Delivery,Direct,Construct Only,Waikato,,,Housing,1 - 5 million,2022-Q3,,2022-Q4,2023-Q1,2023-Q2,2024-Q1,2021-Q4,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1078,2023-09-30,Kainga Ora,Fitzroy Ave   Bader  Hamilton.,This housing development project includes infrastructure to deliver 3 new units.,,In Procurement,Funding Source Confirmed,Limited,Construct Only,Waikato,,,Housing,1 - 5 million,2022-Q3,,2023-Q1,2023-Q2,,2024-Q2,2021-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1079,2023-09-30,Kainga Ora,Albertson Ave   Port Chalmers  Dunedin.,This housing development project includes infrastructure to deliver 2 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Otago,,,Housing,1 - 5 million,2023-Q1,,,,,2024-Q2,2021-Q2,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1080,2023-09-30,Kainga Ora,Clyde Rd   Bryndwr Christchurch.,This housing development project includes infrastructure to deliver 5 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2023-Q1,,,,,2024-Q4,2021-Q3,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1082,2023-09-30,Kainga Ora,Albertson Ave   Port Chalmers  Dunedin.,This housing development project includes infrastructure to deliver 3 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Otago,,,Housing,1 - 5 million,2023-Q1,,,,,2024-Q2,2021-Q2,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1083,2023-09-30,Kainga Ora,Kenney Cres   &   Fairfield  Hamilton.,This housing development project includes infrastructure to deliver 9 new units.,,Under Construction,Funded for Delivery,Direct,Construct Only,Waikato,,,Housing,5 - 25 million,2022-Q3,,2022-Q4,2022-Q4,2023-Q1,2024-Q1,2021-Q3,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1084,2023-09-30,Kainga Ora,Campbell Road & Massey Avenue   Greenlane  Auckland.,This housing development project includes infrastructure to deliver 7 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,1 - 5 million,2022-Q4,,,,,2025-Q1,2021-Q3,2025-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1085,2023-09-30,Kainga Ora,Mysore St   Khandallah  Wellington.,This housing development project includes infrastructure to deliver 4 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Wellington,,,Housing,1 - 5 million,2022-Q4,,,,,2024-Q2,2021-Q1,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1086,2023-09-30,Kainga Ora,Tyne St & & Essex St   Marchwiel  Timaru.,This housing development project includes infrastructure to deliver 9 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Canterbury,,,Housing,5 - 25 million,2022-Q3,,,,2023-Q3,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1087,2023-09-30,Kainga Ora,Cole Pl   Te Atatu South  Auckland.,This housing development project includes infrastructure to deliver 15 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Auckland,,,Housing,5 - 25 million,2022-Q3,,,,2023-Q2,2024-Q1,2017-Q2,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1088,2023-09-30,Kainga Ora,Rawlings St & Willis St   Bader  Hamilton.,This housing development project includes infrastructure to deliver 8 new units.,,In Procurement,Funding Source Confirmed,Direct,Construct Only,Waikato,,,Housing,5 - 25 million,2022-Q3,,2022-Q4,2023-Q1,,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1089,2023-09-30,Kainga Ora,Citril Pl &   Papakura  Auckland.,This housing development project includes infrastructure to deliver 5 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Auckland,,,Housing,5 - 25 million,2022-Q3,,,,2023-Q1,2024-Q2,2021-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1090,2023-09-30,Kainga Ora,Williams St   Marewa  Napier.,This housing development project includes infrastructure to deliver 3 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Hawke's Bay,,,Housing,1 - 5 million,2022-Q3,,,,2023-Q2,2023-Q4,2021-Q4,2023-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1091,2023-09-30,Kainga Ora,Wanaka Street   Tikipunga  Whangarei.,This housing development project includes infrastructure to deliver 55 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Northland,,,Housing,5 - 25 million,2022-Q1,,,,2023-Q3,2024-Q3,2022-Q1,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1095,2023-09-30,Kainga Ora,Albertson Ave   Port Chalmers  Dunedin.,This housing development project includes infrastructure to deliver 11 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Otago,,,Housing,5 - 25 million,2023-Q2,,,,,2025-Q1,2021-Q2,2025-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1096,2023-09-30,Kainga Ora,Henwood Rd (AO)  Mangere  Auckland.,This Land development project includes infrastructure to deliver 1 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,1 - 5 million,,,,,,2024-Q2,2020-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1097,2023-09-30,Kainga Ora,Hendon Ave (OWA)  Owairaka  Auckland.,This Land development project includes infrastructure to deliver 2 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Auckland,,,Housing,1 - 5 million,2022-Q3,,,,2023-Q2,2024-Q2,2020-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1098,2023-09-30,Kainga Ora,Hendon Ave & (OWB)  Owairaka  Auckland.,This Land development project includes infrastructure to deliver 5 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Auckland,,,Housing,1 - 5 million,2022-Q3,,,,2023-Q2,2024-Q2,2020-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1099,2023-09-30,Kainga Ora,Manchester St   Takaro  Palmerston North.,This housing development project includes infrastructure to deliver 6 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Manawatū - Whanganui,,,Housing,5 - 25 million,2022-Q4,,,,,2024-Q3,2021-Q1,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_110,2023-09-30,Kainga Ora,Hill Cres   New Lynn.,This housing development project includes infrastructure to deliver 44 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Auckland,,,Housing,25 - 50 million,2019-Q3,,,,2021-Q4,2024-Q1,2012-Q3,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1100,2023-09-30,Kainga Ora,Hendon Rd   Enderley  Hamilton.,This housing development project includes infrastructure to deliver 6 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Waikato,,,Housing,1 - 5 million,2022-Q4,,,,,2024-Q2,2021-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1101,2023-09-30,Kainga Ora,Winstone Ave   Chartwell  Hamilton.,This housing development project includes infrastructure to deliver 8 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Waikato,,,Housing,5 - 25 million,2022-Q4,,,,,2024-Q2,2021-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1102,2023-09-30,Kainga Ora,Bader Street   Bader  Hamilton.,This housing development project includes infrastructure to deliver 5 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Waikato,,,Housing,1 - 5 million,2023-Q2,,,,,2024-Q2,2021-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1103,2023-09-30,Kainga Ora,Korimako Street   Frankton  Hamilton.,This housing development project includes infrastructure to deliver 6 new units.,,In Procurement,Funding Source Confirmed,Direct,Design & Construct,Waikato,,,Housing,1 - 5 million,2022-Q4,,2022-Q4,2023-Q1,,2024-Q2,2021-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1104,2023-09-30,Kainga Ora,Holland Rd   Fairfield  Hamilton.,This housing development project includes infrastructure to deliver 6 new units.,,In Procurement,Funding Source Confirmed,Direct,Construct Only,Waikato,,,Housing,1 - 5 million,2022-Q4,,2023-Q2,,,2024-Q2,2021-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1105,2023-09-30,Kainga Ora,Pine Ave   Bader  Hamilton.,This housing development project includes infrastructure to deliver 6 new units.,,In Procurement,Funding Source Confirmed,Direct,Design & Construct,Waikato,,,Housing,1 - 5 million,2022-Q4,,2022-Q4,2022-Q4,,2024-Q3,2021-Q4,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1106,2023-09-30,Kainga Ora,Colson St   Avalon  Lower Hutt.,This housing development project includes infrastructure to deliver 2 new units.,,Under Construction,Funded for Delivery,Direct,Construct Only,Wellington,,,Housing,1 - 5 million,2022-Q4,,2023-Q1,2023-Q2,2023-Q3,2024-Q2,2021-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1107,2023-09-30,Kainga Ora,Greers Rd & Truman Rd   Bryndwr  Christchurch.,This housing development project includes infrastructure to deliver 16 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Housing,5 - 25 million,2023-Q3,,,,,2024-Q4,2019-Q2,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1108,2023-09-30,Kainga Ora,Oxford Tce &   Avalon  Lower Hutt.,This housing development project includes infrastructure to deliver 15 new units.,,In Procurement,Funding Source Confirmed,Limited,Construct Only,Wellington,,,Housing,5 - 25 million,,,2023-Q2,,,2025-Q3,2019-Q3,2025-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1112,2023-09-30,Kainga Ora,Valentine St & & Cargill St   Papakura  Auckland.,This housing development project includes infrastructure to deliver 9 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,5 - 25 million,2022-Q4,,,,,2025-Q3,2021-Q3,2025-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1113,2023-09-30,Kainga Ora,Lister Pl   Lister Cres &   Geddis Ave   Maraenui  Napier.,This housing development project includes infrastructure to deliver 30 new units.,,In Procurement,Funding Source Confirmed,Limited,Construct Only,Hawke's Bay,,,Housing,5 - 25 million,2023-Q2,,2023-Q2,,,2025-Q3,2021-Q3,2025-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1114,2023-09-30,Kainga Ora,Yeats Crescent & Marshall Street   Fairfield  Hamilton.,This housing development project includes infrastructure to deliver 10 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Waikato,,,Housing,5 - 25 million,2022-Q4,,,,,2024-Q2,2021-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1115,2023-09-30,Kainga Ora,Redmond Street   Judea  Tauranga.,This housing development project includes infrastructure to deliver 8 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Bay of Plenty,,,Housing,5 - 25 million,2023-Q2,,,,,2024-Q2,2021-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1116,2023-09-30,Kainga Ora,Hone Heke Rd   Kerikeri  Far North.,This housing development project includes infrastructure to deliver 1 new units.,,Under Construction,Funded for Delivery,Direct,Construct Only,Northland,,,Housing,1 - 5 million,2023-Q2,,2022-Q4,2023-Q1,2023-Q2,2023-Q4,2021-Q4,2023-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1117,2023-09-30,Kainga Ora,Union Rd   Howick  Auckland.,This housing development project includes infrastructure to deliver 3 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Auckland,,,Housing,1 - 5 million,2023-Q2,,,,,2024-Q2,2021-Q4,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1118,2023-09-30,Kainga Ora,Puhinui Rd   Papatoetoe  Auckland.,This housing development project includes infrastructure to deliver 2 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Auckland,,,Housing,1 - 5 million,2022-Q4,,,,2023-Q2,2024-Q1,2021-Q4,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1119,2023-09-30,Kainga Ora,Reseda Pl   Papatoetoe  Auckland.,This housing development project includes infrastructure to deliver 8 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,5 - 25 million,,,,,,2024-Q4,2021-Q4,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1121,2023-09-30,Kainga Ora,Tui Rd & A  Papatoetoe  Auckland.,This housing development project includes infrastructure to deliver 5 new units.,,Under Construction,Funded for Delivery,To be determined,To be determined,Auckland,,,Housing,1 - 5 million,2022-Q4,,,,2023-Q1,2024-Q1,2021-Q4,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1122,2023-09-30,Kainga Ora,Reseda Pl   Papatoetoe  Auckland.,This housing development project includes infrastructure to deliver 4 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,1 - 5 million,,,,,,2024-Q4,2021-Q4,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1123,2023-09-30,Kainga Ora,Clark Rd & Griffin St   Kamo  Whangarei.,This housing development project includes infrastructure to deliver 12 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Northland,,,Housing,5 - 25 million,,,,,,2025-Q3,2019-Q2,2025-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1124,2023-09-30,Kainga Ora,Paramount Pde   Tikipunga  Whangarei.,This housing development project includes infrastructure to deliver 17 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Northland,,,Housing,5 - 25 million,,,,,,2025-Q3,2021-Q1,2025-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1125,2023-09-30,Kainga Ora,Redmond Street   Judea  Tauranga.,This housing development project includes infrastructure to deliver 3 new units.,,Under Construction,Funded for Delivery,Limited,Construct Only,Bay of Plenty,,,Housing,1 - 5 million,2023-Q1,,2023-Q1,2023-Q2,2023-Q3,2024-Q1,2021-Q3,2024-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1126,2023-09-30,Kainga Ora,Chilcott Rd   Henderson  Auckland.,This housing development project includes infrastructure to deliver 3 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,1 - 5 million,2022-Q3,,,,,2024-Q3,2020-Q2,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1127,2023-09-30,Kainga Ora,Athlone Cres & Stellin St   Epuni  Lower Hutt.,This housing development project includes infrastructure to deliver 16 new units.,,In Procurement,Funding Source Confirmed,Limited,Construct Only,Wellington,,,Housing,5 - 25 million,2023-Q3,,2023-Q2,,,2025-Q3,2019-Q3,2025-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1128,2023-09-30,Kainga Ora,Lister Cres   Maraenui  Napier.,This housing development project includes infrastructure to deliver 16 new units.,,In Procurement,Funding Source Confirmed,Limited,Construct Only,Hawke's Bay,,,Housing,5 - 25 million,2022-Q3,,2023-Q2,,,2025-Q1,2021-Q3,2025-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1129,2023-09-30,Kainga Ora,Gem Street   Pukehangi  Rotorua.,This housing development project includes infrastructure to deliver 10 new units.,,Under Construction,Funded for Delivery,Direct,Construct Only,Bay of Plenty,,,Housing,5 - 25 million,2023-Q1,,2022-Q4,2023-Q2,2023-Q3,2024-Q2,2018-Q2,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1130,2023-09-30,Kainga Ora,Daventry St   Waterview  Auckland.,This housing development project includes infrastructure to deliver 18 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,5 - 25 million,2023-Q3,,,,,2024-Q4,2020-Q3,2024-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1131,2023-09-30,Kainga Ora,Kawaha Point Road   Fairy Springs  Rotorua.,This housing development project includes infrastructure to deliver 16 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Bay of Plenty,,,Housing,5 - 25 million,2023-Q3,,,,,2025-Q2,2018-Q2,2025-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1132,2023-09-30,Kainga Ora,Coxhead Rd & Thompson Tce   Manurewa  Auckland.,This housing development project includes infrastructure to deliver 22 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,5 - 25 million,2023-Q2,,,,,2025-Q1,2021-Q3,2025-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1134,2023-09-30,Kainga Ora,Redmond Street   Judea  Tauranga.,This housing development project includes infrastructure to deliver 16 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Bay of Plenty,,,Housing,5 - 25 million,,,,,,2025-Q2,2021-Q3,2025-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1135,2023-09-30,Kainga Ora,Kowhai St   Harris St & Naenae Rd   Taita  Lower Hutt.,This housing development project includes infrastructure to deliver 25 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Wellington,,,Housing,1 - 5 million,,,,,,2025-Q3,2019-Q2,2025-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1136,2023-09-30,Kainga Ora,Totara Avenue   New Lynn  Auckland.,This housing development project includes infrastructure to deliver 84 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,50 - 100 million,,,,,,2027-Q4,2021-Q3,2027-Q4,,,imo@kaingaora.govt.nz,,
kaOrProject_1137,2023-09-30,Kainga Ora,Reid Rd   New Lynn  Auckland.,This housing development project includes infrastructure to deliver 47 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,25 - 50 million,,,,,,2025-Q2,2021-Q4,2025-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1138,2023-09-30,Kainga Ora,Main South Rd &   Sockburn  Christchurch.,This housing development project includes infrastructure to deliver 108 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Housing,50 - 100 million,,,,,,2027-Q1,2020-Q4,2027-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1139,2023-09-30,Kainga Ora,Alfred St A & Church St   Onehunga  Auckland.,This housing development project includes infrastructure to deliver 29 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,5 - 25 million,,,,,,2026-Q1,2020-Q2,2026-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1140,2023-09-30,Kainga Ora,Surrey Cres   Grey Lynn.,This housing development project includes infrastructure to deliver 36 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Auckland,,,Housing,5 - 25 million,,,,,,2025-Q1,2015-Q4,2025-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1142,2023-09-30,Kainga Ora,Budge St   Mayfield  Blenheim.,This housing development project includes infrastructure to deliver 4 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Marlborough,,,Housing,1 - 5 million,2023-Q2,,,,,2024-Q3,2017-Q4,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1143,2023-09-30,Kainga Ora,Stratford St   Whitney  Blenheim.,This housing development project includes infrastructure to deliver 13 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Marlborough,,,Housing,5 - 25 million,2022-Q4,,,,,2024-Q3,2018-Q2,2024-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1144,2023-09-30,Kainga Ora,Constable Cres   Onekawa  Napier.,This housing development project includes infrastructure to deliver 13 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Hawke's Bay,,,Housing,< 1 million,,,,,,2025-Q3,2018-Q2,2025-Q3,,,imo@kaingaora.govt.nz,,
kaOrProject_1145,2023-09-30,Kainga Ora,Atawhai Dr &   The Wood  Nelson.,This housing development project includes infrastructure to deliver 18 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Marlborough,,,Housing,5 - 25 million,,,,,,2025-Q1,2018-Q2,2025-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1147,2023-09-30,Kainga Ora,Flay Cres   Burnside  Christchurch.,This housing development project includes infrastructure to deliver 6 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2023-Q2,,,,,2024-Q2,2018-Q3,2024-Q2,,,imo@kaingaora.govt.nz,,
kaOrProject_1148,2023-09-30,Kainga Ora,Brentwood Ave   Croydon Ave & Botanical Rd B  Highbury  Palmerston North.,This housing development project includes infrastructure to deliver 35 new units.,,In Planning,Funding Source Confirmed,To be determined,To be determined,Manawatū - Whanganui,,,Housing,< 1 million,,,,,,2026-Q1,2018-Q4,2026-Q1,,,imo@kaingaora.govt.nz,,
kaOrProject_1150,2023-09-30,Kainga Ora,Fortune St   Mairehau  Christchurch.,This housing development project includes infrastructure to deliver 3 new units.,,In Procurement,Funding Source Confirmed,To be determined,To be determined,Canterbury,,,Housing,1 - 5 million,2022-Q4,,,,,2024-Q2,2019-Q2,2024-Q2,,,imo@kaingaora.govt.nz,,
