PrimaryKey,DateUpdated,ProcuringAgencyOrganisation,ProjectName,ProjectShortDescription,ParentProjectID,ProjectStatus,FundingStatus,ProcurementType,ProcurementMethod,ProjectRegion,ProjectCityTown,ProjectSuburb,ProjectSector,EstimatedProjectValueRange,EstimatedQuarterBusinessCaseStart,EstimatedQuarterBusinessCaseCompletion,EstimatedQuarterProcurementStart,EstimatedQuarterProcurementCompletion,EstimatedQuarterConstructionStart,EstimatedQuarterConstructionCompletion,EstimatedQuarterProjectRangeStart,EstimatedQuarterProjectRangeCompletion,ProjectInfoURL,EstimatedProjectValueNote,Contact,Latitude,Longitude
IP006410,27/09/2023,Auckland Council,Community Houses - investigate renewal work needed at all community houses and deliver minor capex.,Investigate renewal work needed at all Community Houses in Kaipātiki e.g. Bayview Community Centre  Birkdale Community House and Highbury Community House. Including renewal of the rotting cedar weatherboards  framing and flooring at Beach Haven Community House and Creche.FY21/22 - investigation and design.FY22/23 to FY25/26 - physical works.Risk Adjusted Programme (RAP) project.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Community Facilities,< 1 million,2021-Q3,2022-Q4,2024-Q1,2024-Q4,2024-Q4,2026-Q1,2022-Q4,2026-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP006418,27/09/2023,Auckland Council,Hibiscus Bays LB - Relocate LB Office & Fitout.,Part of WorkSmart@AC Programme.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Other not specified,< 1 million,,,,,,,2022-Q3,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP006433,27/09/2023,Auckland Council,Manurewa LB - Relocate LB Office & Fitout.,Part of WorkSmart@AC Programme.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Other not specified,< 1 million,,,,,,,2022-Q2,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP006442,27/09/2023,Auckland Council,MC - Egress Compliance.,MC - Egress ComplianceDuring a survey of the building  it was discovered that the building's emergency stairs does not comply with the building code  A proposal was submitted by the architects to rectify the problem. Auckland Council consenting department was approached for consenting advice and we were directed to submit an exemption application. GHD design was appointed on behalf of Auckland Council to submit the exemption a application.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Other not specified,< 1 million,2023-Q3,2023-Q3,,2023-Q4,,,2023-Q3,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP006451,27/09/2023,Auckland Council,Onehunga Pool - Phase Out Gas Boiler.,Installation of electric heat pumps to replace or reduce use of gas-powered boilers at Onehunga & energy efficiency opportunities identified through the design process .,,In Planning,Funding source confirmed,Selective,Construct Only,Auckland,,,Community Facilities,1 - 5 million,2021-Q3,2020-Q4,2023-Q2,2023-Q2,2023-Q2,2023-Q3,2020-Q4,2023-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP006470,27/09/2023,Auckland Council,Rodney Town Centre Revitalisation - implement concept plan - stage 2 - Helensville.,Revitalisation of the Helensville town centre area. This is continuing delivery of the Helensville Town Centre Upgrade Plan. The local board initiative includes tree planting  furniture installation. This project has been designed in collaboration with the local iwi and community to ensure the town's culture has been taken into consideration within the design.FY21/22 to FY24/25 - continued delivery of town centre worksRisk Adjusted Programme (RAP) project.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Community Facilities,< 1 million,2021-Q3,2021-Q3,2022-Q2,,2023-Q2,2024-Q1,2021-Q3,2024-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP006473,27/09/2023,Auckland Council,Shepherds Park - investigate and prioritise actions to upgrade areas into a nature play park.,Upgrade the Shepherds Park playground at the time of renewal. The Nature Spaces and Trails report recommends Shepherds Park as third priority in assessment for future nature play park. FY23/24 - investigation and design.FY24/25 - physical works.FY25/26 - complete physical works.Risk Adjusted Programme Project (RAP).,,Early Planning,Funding source to be confirmed,Limited,Construct Only,Auckland,,,Community Facilities,< 1 million,2021-Q4,2022-Q2,2022-Q4,2023-Q1,2023-Q1,2023-Q2,2022-Q2,2023-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP006482,27/09/2023,Auckland Council,Waenganui/Allenby Park - renew skate bowl and playground.,Renew the playground  volleyball court and skate bowl.FY23/24 - investigation and concept design for skate bowl and playgroundFY24/25 - physical works skate parkFY26/27 - physical works playgroundRisk Adjusted Programme (RAP) project.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Community Facilities,< 1 million,2023-Q3,2023-Q3,2024-Q2,2024-Q2,2024-Q2,2026-Q2,2023-Q3,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP006486,27/09/2023,Auckland Council,Whau LB - Relocate LB Office & Fitout.,Part of WorkSmart@AC Programme.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Other not specified,< 1 million,,,,,,,2022-Q2,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP006491,27/09/2023,Auckland Council,Darroch Reserve Pump Installation.,To Design and Install small pump station to pump water out of the Darroch Slope Reserve into the existing stormwater pipe up the hill.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,1 - 5 million,,2017-Q3,,,2023-Q3,2023-Q4,2017-Q3,2023-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP006795,27/09/2023,Auckland Council,Mangarata Stage 2 [193].,To construct a new reticulation system with higher capacity in order to reduce flooding in a staged approach. Construction is already completed for Stage 1 at Kimpton Road.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,1 - 5 million,,2016-Q3,2024-Q2,2024-Q3,2024-Q4,2025-Q2,2016-Q3,2025-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP006798,27/09/2023,Auckland Council,Mahurangi Community Building - comprehensive renewal.,Reconfigure the library mezzanine floor to enable storage access from the library and renew the heating system.Renew the toilet facilities to ensure they are compliant with current building standards.Investigate and remediate water-tightness issues identified.Deliver recommendations identified in the seismic assessment.FY19/20 - detailed design  planning and consentingFY20/21 to FY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,In Planning,Funding source confirmed,Selective,Construct Only,Auckland,,,Community Facilities,1 - 5 million,2018-Q3,2020-Q3,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2020-Q3,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP006803,27/09/2023,Auckland Council,Prince Edward Park - renewal of softball diamond field one.,Renewal of softball fields. Initially  field one  followed by field two. The scope of work includes the renewal of the outfield (leveled and sown with Kikuyu grass)  infield (with hoggin)  ball stop fencing  and spectator fencing. New drainage and irrigation are also part of the scope of work  however  this will be funded as a separate project (ID 28572) via a level of service increase. Excluded from the scope of work is sports field lighting  an artificial surface for the infield  and warm up cages  which were lower priorities for the softball club. FY21/22 to 22/23 - investigation and designFY23/24 - physical works.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Community Facilities,< 1 million,2022-Q3,2022-Q3,2024-Q1,,2024-Q2,2024-Q2,2022-Q3,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP006804,27/09/2023,Auckland Council,Pukekawa / Auckland Domain - develop pathway connections.,Development of four priority pathway connections as approved by the Auckland Domain Committee and Waitemata Local Board.- Titoki St carpark to Football Rd path- Football Road End to the Crescent- Centennial Path to Grafton Mews- Parnell Station to Lovers Lane FY19/20 - investigation and design (to be presented to the governing bodies here in for approval prior to seeking resource consent)FY19/20 to FY21/22 - detailed design (consenting and planning)FY22/23 to FY24/25 - commence physical works .,,In Planning,Funding source confirmed,Selective,Construct Only,Auckland,,,Community Facilities,1 - 5 million,2019-Q1,2019-Q3,2023-Q3,2023-Q4,2023-Q4,2026-Q2,2019-Q3,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP006810,27/09/2023,Auckland Council,Victor Eaves Park - renew premium cricket ground.,Renew premium cricket ground surface  drainage and irrigation.FY22/23 to FY23/24 - investigation and designFY24/25 to FY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Community Facilities,< 1 million,2021-Q3,2022-Q1,2024-Q2,2024-Q2,2024-Q4,2025-Q1,2022-Q1,2025-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP006812,27/09/2023,Auckland Council,Piha Stream Improvements  Erosion and Flow Conveyance [2958].,Protect public infrastructure from being damaged by erosion of the streambank  including the West Coast Art Gallery  Education Facility land and schoolhouse  Piha Mill Camp and Glenesk Road and to reduce sedimentation from bank erosion which is causing degradation of instream habitat and accumulation of fine sediment downstream at Piha Lagoon.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2022-Q1,2024-Q3,2026-Q4,2027-Q2,2027-Q3,2028-Q3,2024-Q3,2028-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP006819,27/09/2023,Auckland Council,Tui Glen Reserve / Inanga / Chilcott Brae - upgrade shared path.,Upgrade the existing shared path from the yellow pedestrian bridge to Central Park Drive to 3 metres wide and install LED amenity lighting. FY22/23 to FY23/24 - investigation and designFY23/24 to FY24/25 - physical works.,,In Planning,Funding source confirmed,Selective,Construct Only,Auckland,,,Community Facilities,1 - 5 million,2022-Q2,2023-Q2,2024-Q1,2024-Q2,2024-Q2,2025-Q1,2023-Q2,2025-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP008244,27/09/2023,Auckland Council,(OLI) Ponsonby Park - develop civic park space.,Staged development of a civic park space  Ponsonby Park  at 254 Ponsonby Road.FY19/20 - initiate business caseFY22/23 - complete business case  progress concept and detailed design  stakeholder consultation  required consentsFY23/24 to FY24/25 - progress physical works (stage one)Risk Adjusted Programme (RAP) project.,,In Planning,Funding source confirmed,To Be Determined,To Be Determined,Auckland,,,Community Facilities,5 - 25 million,2019-Q3,2023-Q1,2024-Q1,2024-Q2,2024-Q1,2024-Q4,2023-Q1,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008245,27/09/2023,Auckland Council,1/53 Newington Road  Henderson Pipe Renewal.,1. Reduce the risk of critical asset failure2. Extend the life of critical assets.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2022-Q3,2023-Q4,,,2024-Q3,2024-Q4,2023-Q4,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008246,27/09/2023,Auckland Council,109-111 Bell Road Remuera Stormwater Renewal and Upgrade.,To restore the structural integrity of the asset  increase the asset life  resolve flooding  reduce erosion  and enable the potential for growth.,,In Planning,Funding source confirmed,Selective,Construct Only,Auckland,,,Water,1 - 5 million,2022-Q1,2022-Q1,,,2024-Q1,2024-Q4,2022-Q1,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008247,27/09/2023,Auckland Council,109-115 St Georges Bay Road  Parnell  Pipe Renewal.,To repair or replace identified critical assets to increase asset life.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2022-Q1,,,,2025-Q4,2025-Q4,2022-Q1,2025-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008248,27/09/2023,Auckland Council,113 Mt Wellington Highway.,To repair or replace identified critical assets to increase asset life.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2022-Q3,2022-Q3,,,2025-Q3,2026-Q2,2022-Q3,2028-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008249,27/09/2023,Auckland Council,117 Beach Haven Road  Beach Haven.,To repair or replace identified critical assets to increase asset life.,,In Planning,Funding source confirmed,Selective,Construct Only,Auckland,,,Water,1 - 5 million,2022-Q1,2023-Q2,2024-Q2,,2025-Q3,2026-Q2,2023-Q2,2023-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP008251,27/09/2023,Auckland Council,13 Nikau Road  Otahuhu Pipe Renewal.,To repair or replace identified critical assets to increase asset life.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,1 - 5 million,2021-Q3,2023-Q1,2023-Q4,2024-Q1,2024-Q2,2024-Q2,2023-Q1,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008252,27/09/2023,Auckland Council,139 Beach Road  Castor Bay - Old Barracks - investigate options for the building.,Remove asbestos and refurbish the interior and exterior of a heritage building  considering all options prior to commencement of works. FY23/24 - investigation and design.FY24/25 to FY25/26 - physical works.Risk Adjusted Programme (RAP) project.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Community Facilities,< 1 million,2019-Q3,2022-Q2,2024-Q1,2024-Q1,2024-Q1,2024-Q2,2022-Q2,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008253,27/09/2023,Auckland Council,15 Weymouth Road  Manurewa  Pipe Renewal.,To renew a poor condition critical asset to restore its functionality.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2022-Q1,2023-Q3,,,2024-Q3,2025-Q4,2023-Q3,2025-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008255,27/09/2023,Auckland Council,155 Edinburgh Street  Pukekohe  Pipe Renewals.,To renew poor condition critical assets to restore their functionality.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,1 - 5 million,2022-Q1,2023-Q4,,,2025-Q3,2025-Q3,2023-Q4,2025-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP008256,27/09/2023,Auckland Council,16 Constable Road  Waiuku  Pipe Renewals.,To renew poor condition critical assets to restore their functionality.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2022-Q1,2024-Q4,,,2025-Q3,2025-Q3,2024-Q4,2025-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP008257,27/09/2023,Auckland Council,17 Reynella Drive  Massey pipe renewal.,To renew a poor condition critical asset to restore its functionality.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,1 - 5 million,2022-Q2,2023-Q3,,,2024-Q3,2024-Q4,2023-Q3,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008258,27/09/2023,Auckland Council,2 Vernon Street  Papakura  Pipe Renewal.,To repair or replace identified critical assets to increase asset life.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,1 - 5 million,2022-Q1,2023-Q1,,,2024-Q3,2024-Q4,2023-Q1,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008259,27/09/2023,Auckland Council,226 Hibiscus Coast Highway and Milton Road  Pipe Renewal and Upgrade.,Reduce flooding risk at Milton Rd and Pine Rd  renew pipe at 226 Hibiscus Coast Highway  improve water quality.,,Early Planning,Funding source confirmed,Limited,To Be Determined,Auckland,,,Water,5 - 25 million,2021-Q4,2023-Q3,2024-Q1,2024-Q3,2024-Q3,2024-Q4,2023-Q3,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008260,27/09/2023,Auckland Council,24 Pleasant St  and 113 Queenstown Rd  Onehunga Pipe Renewal.,This project involves renewing poor condition critical assets to restore its functionality.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,1 - 5 million,2022-Q2,2024-Q4,,,2024-Q3,2024-Q4,2024-Q4,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008262,27/09/2023,Auckland Council,25 Railway Street West  Papakura  Pipe Renewals.,To renew poor condition critical assets to restore their functionality.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,1 - 5 million,2022-Q1,2023-Q3,,,2024-Q4,2025-Q1,2023-Q3,2025-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP008263,27/09/2023,Auckland Council,278-310 Manukau Rd  Epsom Newmarket.,To renew poor condition critical assets to restore their functionality.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2022-Q2,,,,2024-Q4,2024-Q4,2025-Q3,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008265,27/09/2023,Auckland Council,32 Kaitawa Street  Otara  Pipe Renewal.,To repair or replace identified critical assets to increase asset life.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2022-Q1,,,,2025-Q3,2025-Q3,2022-Q1,2025-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP008266,27/09/2023,Auckland Council,33 Luke Street  Otahuhu  Pipe Renewals.,To renew poor condition critical assets to restore their functionality.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2022-Q1,2024-Q4,,,2025-Q3,2025-Q3,2024-Q4,2025-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP008267,27/09/2023,Auckland Council,4 Lavas Place  Mt Wellington.,To renew poor condition critical assets to restore their functionality.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2022-Q2,2023-Q3,,,2024-Q4,2025-Q1,2023-Q3,2025-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP008268,27/09/2023,Auckland Council,472 Beach Rd  Murrays Bay SW Pipe renewal.,To renew poor condition critical assets to restore their functionality.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2021-Q3,2023-Q3,,,2025-Q3,2025-Q3,2023-Q3,2025-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP008269,27/09/2023,Auckland Council,52 Armadale Road  Greenlane.,To repair or replace identified critical assets to increase asset life.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2022-Q2,2023-Q3,2024-Q3,,2024-Q3,2024-Q4,2023-Q3,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008271,27/09/2023,Auckland Council,57-61 Parnell Rise  Parnell  Pipe Renewal.,To repair or replace identified critical assets to increase asset life.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2022-Q3,,,,2024-Q3,2024-Q4,2022-Q3,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008272,27/09/2023,Auckland Council,58 Station Road  Pukekohe  Pipe Renewal.,To repair or replace identified critical assets to increase asset life.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2022-Q1,2023-Q1,2023-Q2,,2024-Q3,2024-Q4,2023-Q1,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008273,27/09/2023,Auckland Council,6 Freeland Ave  Mt Roskill  Pipe Renewal.,To renew poor condition critical assets to restore their functionality.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,,2024-Q4,,,2025-Q3,2025-Q3,2024-Q4,2025-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP008275,27/09/2023,Auckland Council,61 Bright Street  Eden Terrace  Pipe Renewal.,To renew a poor condition critical asset to restore its functionality.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,1 - 5 million,2022-Q1,,,,2024-Q3,2024-Q4,2025-Q3,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008276,27/09/2023,Auckland Council,62 Greville Rd  Albany Emergency Pipe Renewal.,1. To repair or replace identified critical assets to increase asset life.2. Improve operational performance and Level of Service where practical and/or cost-effective.,,In Planning,Funding source confirmed,Selective,To Be Determined,Auckland,,,Water,5 - 25 million,2021-Q3,2023-Q1,2023-Q4,2023-Q4,2023-Q4,2024-Q1,2023-Q1,2024-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP008277,27/09/2023,Auckland Council,6-72 Valentine Street  Pipe Renewal.,To repair or renew the pipe so as to restore its functionality over a length of approximately 640m so as to minimise habitable floor flooding in the vicinity of Wing Crescent  Sheehan Ave and Eastburn Street..,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,1 - 5 million,2022-Q2,2023-Q3,2024-Q2,2024-Q4,2024-Q4,2025-Q1,2023-Q3,2025-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP008278,27/09/2023,Auckland Council,68 St Michaels Avenue  Pt Chevalier  Pipe Renewal.,To renew poor condition critical assets to restore their functionality.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,1 - 5 million,2022-Q1,2023-Q4,,,2025-Q4,2025-Q4,2023-Q4,2025-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008279,27/09/2023,Auckland Council,78 Line Road  Glen Innes  Pipe Renewal.,To repair or replace identified critical assets to increase asset life.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2022-Q1,2023-Q2,2023-Q4,2024-Q1,2024-Q2,2024-Q2,2023-Q2,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008280,27/09/2023,Auckland Council,8 Flexman Place  Silverdale  Pipe Renewal.,To renew poor condition critical assets to restore its functionality.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2022-Q2,,,,2024-Q3,2024-Q4,2025-Q3,2024-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008281,27/09/2023,Auckland Council,8 Howe Street  Freemans Bay  Pipe Renewal.,To renew poor condition critical assets to restore their functionality.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2022-Q1,2024-Q1,,,2025-Q3,2025-Q3,2024-Q1,2025-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP008282,27/09/2023,Auckland Council,82 Ranfurly Road  Alfriston Pipe Renewal.,To renew poor condition critical assets to restore their functionality.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2022-Q2,2023-Q3,2024-Q3,2024-Q4,2025-Q3,2026-Q2,2023-Q3,2025-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008283,27/09/2023,Auckland Council,89 Nuffield Street  Newmarket  Pipe Renewal.,To renew poor condition critical assets to restore their functionality.,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Water,< 1 million,2022-Q1,2023-Q3,,,2025-Q4,2025-Q4,2023-Q3,2025-Q4,,,procurement@aucklandcouncil.govt.nz,,
IP008284,27/09/2023,Auckland Council,Aberfoyle Street - new - link pedestrian path.,Investigation  design and construction of a pedestrian link between Balmoral Road and Aberfoyle Road via Aberfoyle Reserve.FY22/23 - investigation and designFY23/24 - physical works.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Community Facilities,< 1 million,2022-Q3,2022-Q3,2024-Q1,2024-Q2,2024-Q2,2024-Q3,2022-Q3,2024-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP008287,27/09/2023,Auckland Council,Alberon Reserve - install retaining wall.,Install soil nails (in-situ technique used to reinforce and strengthen an existing embankment) including drainage improvements to address slope stability issues adjacent to the Parnell kindergarten.FY19/20 to FY22/23 - investigation and designFY23/24 to FY24/25 - physical worksRisk Adjusted Programme (RAP) project.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Community Facilities,< 1 million,2018-Q4,2021-Q1,,2023-Q4,2023-Q4,2024-Q2,2021-Q1,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008290,27/09/2023,Auckland Council,Ambrico Historical Reserve - refurbish kiln roof.,Refurbish the kiln roof.FY22/23 - FY23/24 investigation and designFY26/27 - FY27/28 physical worksRisk Adjusted Programme (RAP) project..,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Community Facilities,< 1 million,2022-Q3,2023-Q4,2027-Q3,2027-Q3,2027-Q4,2028-Q2,2023-Q4,2028-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008291,27/09/2023,Auckland Council,Angelo Stream Remediation and Upgrade  Howick.,To reduce surface flooding during storm events and associated damages and economic losses.,,Early Planning,Funding source confirmed,Limited,To Be Determined,Auckland,,,Water,25 - 50 million,2021-Q3,2023-Q3,2024-Q3,2024-Q3,2024-Q4,2027-Q2,2023-Q3,2027-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008292,27/09/2023,Auckland Council,Pukekawa / Auckland Domain - address sports field drainage.,Improve the drainage of the sports fields on the Auckland Domain.FY22/23 - investigation and design FY23/24 to FY24/25 - physical works Risk Adjusted Programme (RAP) project..,,Early Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Community Facilities,< 1 million,2022-Q4,2022-Q4,2023-Q3,2023-Q3,2023-Q3,2024-Q3,2022-Q4,2024-Q3,,,procurement@aucklandcouncil.govt.nz,,
IP008293,27/09/2023,Auckland Council,Pukekawa / Auckland Domain - renew Centennial and Watson Bequest walkways.,Renew the Centennial and Watson Bequest walkways at Auckland Domain.FY22/23 to FY23/24 - investigation and design FY23/24 to FY25/26 - physical worksRisk Adjusted Programme (RAP) project.,,Early Planning,Funding source confirmed,Selective,Construct Only,Auckland,,,Community Facilities,1 - 5 million,2022-Q4,2023-Q3,,2024-Q1,2024-Q4,2026-Q2,2023-Q3,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008294,27/09/2023,Auckland Council,Pukekawa / Auckland Domain - refurbish nursery glasshouses.,Refurbish heritage glasshouses at Domain nursery.FY22/23 to FY23/24 - investigation and design FY24/25 to FY26/27 - physical works Risk Adjusted Programme (RAP) project.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Community Facilities,< 1 million,2022-Q4,2023-Q3,,2024-Q2,2024-Q1,2024-Q2,2023-Q3,2024-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008295,27/09/2023,Auckland Council,Pukekawa / Auckland Domain - renew wastewater pipes - phase 1.,Renew wastewater pipe network in the Auckland Domain.FY21/22 to FY22/23 - investigation and design FY23/24 - physical works .,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Community Facilities,< 1 million,2022-Q2,2022-Q2,2023-Q3,2023-Q4,2023-Q4,2024-Q1,2022-Q2,2024-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP008296,27/09/2023,Auckland Council,Auckland Region Cemetery Acquisition.,TBC.,,Early Planning,Funding source confirmed,To Be Determined,To Be Determined,Auckland,,,Community Facilities,5 - 25 million,2023-Q3,2023-Q3,2023-Q4,2023-Q4,2024-Q1,2024-Q1,2023-Q3,2024-Q1,,,procurement@aucklandcouncil.govt.nz,,
IP008298,27/09/2023,Auckland Council,Awataha Greenway Plan - contribution to development.,"Contribution to major greenway development as part of the larger ""Unlock Northcote"" development led by Eke Panuku. This development includes contributions from the Hobsonville Land Company  Healthy Waters  Eke Panuku and Auckland Council. This development is planned to be delivered over a 4-6 year period and the budget has been allocated in the financial years Eke Panuku requires contribution to be made.FY24/25 to FY26/27 - contribute funding to Eke Panuku .",,Early Planning,Funding source to be confirmed,Selective,Construct Only,Auckland,,,Community Facilities,1 - 5 million,2022-Q4,2023-Q3,2023-Q3,,2023-Q4,2027-Q2,2023-Q3,2027-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008299,27/09/2023,Auckland Council,Barry Curtis Park - renew Chapel Road carpark.,Renew the carpark which is accessible via Chapel Road to todays level of service. FY23/24 - investigation and scope.FY24/25 to FY26/27 - detailed design and physical works.Risk Adjusted Programme (RAP) project.,,In Planning,Funding source confirmed,Selective,Construct Only,Auckland,,,Community Facilities,1 - 5 million,2023-Q1,2023-Q1,2025-Q3,,2026-Q1,2026-Q2,2023-Q1,2026-Q2,,,procurement@aucklandcouncil.govt.nz,,
IP008301,27/09/2023,Auckland Council,Bayswater Park - renew toilets and changing rooms.,Renew the toilet and changing rooms leased to North Shore United Football club  including water fountain and bike parking.FY23/24 - investigation and design.FY24/25 to FY25/26 - physical works.Risk Adjusted Programme (RA) project.,,In Planning,Funding source confirmed,Limited,Construct Only,Auckland,,,Community Facilities,< 1 million,2022-Q3,2023-Q1,2024-Q4,2025-Q1,2025-Q2,2025-Q4,2023-Q1,2025-Q4,,,procurement@aucklandcouncil.govt.nz,,
