PrimaryKey,DateUpdated,ProcuringAgencyOrganisation,ProjectName,ProjectShortDescription,ParentProjectID,ProjectStatus,FundingStatus,ProcurementType,ProcurementMethod,ProjectRegion,ProjectCityTown,ProjectSuburb,ProjectSector,EstimatedProjectValueRange,EstimatedQuarterBusinessCaseStart,EstimatedQuarterBusinessCaseCompletion,EstimatedQuarterProcurementStart,EstimatedQuarterProcurementCompletion,EstimatedQuarterConstructionStart,EstimatedQuarterConstructionCompletion,EstimatedQuarterProjectRangeStart,EstimatedQuarterProjectRangeCompletion,ProjectInfoURL,EstimatedProjectValueNote,Contact,Latitude,Longitude
IP009891,20/03/2024,New Zealand Defence Force,Kauri Point Wharf.,The existing wharf is old  damaged  degraded and becoming increasingly un-fit for purpose with an attendant risk of incidents while providing operational support when load and un-loading operations are underway. The wharf has recently been the subject of significant but ongoing maintenance  however  it is now prudent to consider and design its replacement.,,Early planning,Funding source to be confirmed,To be determined,To be determined,Auckland,,,Defence,25 - 50 million,2028-Q1,2030-Q2,2030-Q3,2031-Q2,2031-Q2,2033-Q2,2028-Q1,2034-Q2,,,,,
IP009892,20/03/2024,New Zealand Defence Force,NZ ARMY Band Practice and Storage.,As a consequence of detailed planning for Logistics at Burnham  the NZ Army Band Practice and Storage facility requires relocation. A multi-use facility will allow a higher degree of utilisation and provide secure storage for instruments and ceremonial equipment.,,Early planning,Funding source to be confirmed,To be determined,To be determined,Canterbury,,,Defence,5 - 25 million,2028-Q1,2030-Q2,2030-Q3,2031-Q2,2031-Q2,2033-Q2,2028-Q1,2034-Q2,,,,,
IP009893,20/03/2024,New Zealand Defence Force,Camp Buffer and Security Screening.,This project is intending to deliver a visual and physical stand-off and better demark between many places of the publically accessible boundary and the camp interior.,,Early planning,Funding source to be confirmed,To be determined,To be determined,Auckland,,,Defence,1 - 5 million,2028-Q1,2030-Q2,2030-Q3,2031-Q2,2031-Q2,2033-Q2,2028-Q1,2034-Q2,,,,,
IP009894,20/03/2024,New Zealand Defence Force,Conference Facility (ex. Offrs Mess).,The intention is for the building to receive a refurbishment in order to establish a modern and fit for purpose conference facility for the Camp.,,Early planning,Funding source to be confirmed,To be determined,To be determined,North Island,,,Defence,1 - 5 million,2028-Q1,2030-Q2,2030-Q3,2031-Q2,2031-Q2,2033-Q2,2028-Q1,2034-Q2,,,,,
IP009895,20/03/2024,New Zealand Defence Force,Electrical Network.,The condition  security and capacity of the electrical network is considered to be a key horizontal infrastructure risk. Completion of extreme priority works  including the provision to re-assess currency of subsequent renewals programmes  is required.,,Early planning,Funding source to be confirmed,To be determined,To be determined,North Island,,,Defence,5 - 25 million,2028-Q1,2030-Q2,2030-Q3,2031-Q2,2031-Q2,2033-Q2,2028-Q1,2034-Q2,,,,,
IP009896,19/03/2024,New Zealand Defence Force,Waiouru New Housing.,NZDF to procure and construct 50 new houses and then subsequently sell and leave back the completed development to Ngati Rangi.,,In procurement,Funding source confirmed,Open,Design and construct,Manawatū - Whanganui,,,Defence,50 - 100 million,2023-Q4,2024-Q3,2024-Q2,2024-Q2,2024-Q4,2026-Q1,2023-Q3,2027-Q1,,,,,
IP009897,19/03/2024,New Zealand Defence Force,Housing refurbishments (Manawatu and Burnham).,Refurbishes 13 houses as a pilot project.,,In procurement,Funding source confirmed,To be determined,Construct only,Manawatū - Whanganui,,,Defence,5 - 25 million,2023-Q4,2024-Q2,2024-Q1,2024-Q1,2024-Q3,2025-Q2,2023-Q3,2025-Q1,,,,,
IP009898,6/09/2023,New Zealand Defence Force,AMDM (Accommodation) Linton Pilot.,Provides for new  replacement fit-for-purpose Accommodation at Linton.,,In planning,Funding source to be confirmed,To be determined,Public private partnership,Manawatū - Whanganui,,,Defence,500 million - 1 billion,2019-Q1,2023-Q4,2024-Q3,2026-Q1,2026-Q1,2034-Q1,2019-Q1,2034-Q1,,,,,
IP010357,29/11/2023,New Zealand Defence Force,Officer Training School.,Officer Training School.,,Early planning,Funding source to be confirmed,To be determined,To be determined,Auckland,,,Defence,25 - 50 million,2022-Q3,2027-Q3,2027-Q3,2028-Q3,2028-Q4,2030-Q3,2022-Q3,2031-Q3,,,,,
IP010726,18/03/2024,New Zealand Defence Force,Arch Hangar Mid-life Light Refit.,The Arch-Hangars used by Airforce in Whenuapai were built during the early 1940's. They require a refit of the associated hangar components - fire-suppression; fume extraction; lighting; environmental conditions; heating and cooling; electrical wiring an.,,In planning,Funding source to be confirmed,To be determined,To be determined,Auckland,,,Defence,5 - 25 million,2020-Q4,2024-Q2,2024-Q2,2024-Q2,2025-Q3,2027-Q1,2020-Q4,2028-Q1,http://campsandbases.nzdf.mil.nz/resources/defence-estate-regeneration-plan-refresh/,,,,
IP002801,15/11/2023,New Zealand Post Limited,New Zealand Post's future parcel processing network - investment in Auckland property infrastructure.,New Zealand Post is investing in a new world-class parcel processing centre in Wiri  Auckland which opens in 2023.,,Under construction,Fully funded,Selective,Other,Auckland,,,Commercial,25 - 50 million,2019-Q4,2020-Q4,,,2021-Q1,2022-Q4,2019-Q4,2024-Q2,,,TeIho@nzpost.co.nz,-37.004775,174.856037
IP002802,15/11/2023,New Zealand Post Limited,New Zealand Post's future parcel processing network - investment in Auckland region.,New Zealand Post is investing in new world-class automated  parcel processing infrastructure and technology for its Auckland and international operations Material Handling Solution.,,Under construction,Funding source confirmed,Open,Design and construct,Auckland,,,Commercial,100 - 250 million,2019-Q4,2020-Q4,2018-Q4,2020-Q4,2021-Q1,2023-Q4,2019-Q4,2024-Q2,,,TeIho@nzpost.co.nz,-37.004775,174.856037
IP002805,15/11/2023,New Zealand Post Limited,New Zealand Post's future parcel processing network - investment in technology solutions.,New Zealand Post is investing in new world-class parcel sortation technology solutions in Auckland Central Super Depot  to continue to be the best delivery business in New Zealand.,,Under construction,Funding source confirmed,Selective,Design and construct,Auckland,,,Commercial,25 - 50 million,2019-Q4,2020-Q4,2019-Q4,2020-Q4,2020-Q4,2024-Q1,2019-Q4,2024-Q2,,,TeIho@nzpost.co.nz,,
IP006533,15/11/2023,New Zealand Post Limited,New Zealand Post's future parcel processing network - investment in Auckland property infrastructure.,New Zealand Post is investing in a new parcel processing site in Rosedale  Auckland for its new Auckland North Shore Super Depot to open in mid 2024.,,Under construction,Funding source confirmed,Selective,Design and construct,Auckland,,,Commercial,25 - 50 million,2020-Q4,2021-Q3,,,2021-Q4,2024-Q3,2020-Q4,2024-Q4,,,TeIho@nzpost.co.nz,-36.74726975,174.7060254
IP010442,6/03/2024,Northland Regional Council,Deflection Bank Kawakawa.,Stopbank to protect shops in Kawakawa.,,In planning,Funding source confirmed,Selective,Construct only,Northland,,,Emergency management,< 1 million,,,,,,,2024-Q4,2025-Q2,,,,,
IP010443,6/03/2024,Northland Regional Council,Upper Catchment naturebased detention Kawakawa.,Naturebased detention.,,In planning,Funding source confirmed,To be determined,Design and construct,Northland,,,Emergency management,< 1 million,,,,,,,2024-Q4,2026-Q4,,,,,
IP010444,6/03/2024,Northland Regional Council,Floodway Matangirau.,Floodway construction  channel benching.,,In planning,Funding source confirmed,Selective,Construct only,Northland,,,Emergency management,< 1 million,,,,,,,2024-Q4,2025-Q2,,,,,
IP010445,6/03/2024,Northland Regional Council,Flood Scheme Stage 2 Kaeo.,Creek widening  river realignment  deflection bank extention.,,In planning,Funding source confirmed,Selective,Construct only,Northland,,,Emergency management,1 - 5 million,,,,,,,2024-Q4,2025-Q2,,,,,
IP010932,26/03/2024,Ōpōtiki District Council,Hukutaia - Valves and Hydrants Renewals.,Renewal of water valves andf hydrants in Hukutaia.,,In planning,Funding source to be confirmed,Limited,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2025-Q3,2030-Q3,,,,,
IP010933,26/03/2024,Ōpōtiki District Council,Hukutaia - Booster Station Electrical Control Renewal.,Renewal booster station electrical control unit to maintain LOS.,,In planning,Funding source to be confirmed,Limited,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2024-Q3,2032-Q3,,,,,
IP010934,26/03/2024,Ōpōtiki District Council,Hukutaia - Reticulation Renewals.,Renew end of life reticulation assets to maintain LOS.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,1 - 5 million,,,,,,,2024-Q3,2054-Q3,,,,,
IP010935,26/03/2024,Ōpōtiki District Council,Hukutaia - Water Supply LOS and Resliiance - 1 - Planning Phase.,Maintain LOS to the Hukutaia residents and building resilience into the reticulation network to allow for future growth.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2025-Q3,2026-Q3,,,,,
IP010936,26/03/2024,Ōpōtiki District Council,Hukutaia - Water Supply LOS and Resliiance - 2 - Design Phase.,Maintain LOS to the Hukutaia residents and building resilience into the reticulation network to allow for future growth.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2026-Q3,2027-Q3,,,,,
IP010937,26/03/2024,Ōpōtiki District Council,Hukutaia - Water Supply LOS and Resliiance - 3 - Implementation Phase.,Maintain LOS to the Hukutaia residents and building resilience into the reticulation network to allow for future growth.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,1 - 5 million,,,,,,,2030-Q3,2033-Q3,,,,,
IP010938,26/03/2024,Ōpōtiki District Council,Hukutaia - Stormwater infrastructure development for Hukutaia Growth Area - Phase 01.,Install and provide a stormwater network to Hukutaia that can provide service to current residents and allow for anticipated growth.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,1 - 5 million,,,,,,,2028-Q3,2032-Q3,,,,,
IP010939,26/03/2024,Ōpōtiki District Council,Hukutaia - Stormwater infrastructure development for Hukutaia Growth Area - Phase 02.,Install and provide a stormwater network to Hukutaia that can provide service to current residents and allow for anticipated growth.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,5 - 25 million,,,,,,,2044-Q3,2049-Q3,,,,,
IP010940,26/03/2024,Ōpōtiki District Council,Hukutaia - Wastewater infrastructure development for Hukutaia Growth Area - Phase 01.,Install and provide a new wastewater network to Hukutaia that connects to the existing wastewater network for Ōpōtiki town.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,1 - 5 million,,,,,,,2027-Q3,2030-Q3,,,,,
IP010941,26/03/2024,Ōpōtiki District Council,Hukutaia - Wastewater infrastructure development for Hukutaia Growth Area - Phase 02.,Install and provide a new wastewater network to Hukutaia that connects to the existing wastewater network for Ōpōtiki town.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,1 - 5 million,,,,,,,2033-Q3,2037-Q3,,,,,
IP010942,26/03/2024,Ōpōtiki District Council,Hukutaia - Water Main Renewal - Grant Road - AC Watermain.,Replace the AC watermains with new uPVC/HDPE pipes to maintain LOS and prevent piping failures in the Hukutaia network.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2032-Q3,2033-Q3,,,,,
IP010943,26/03/2024,Ōpōtiki District Council,Hukutaia - Water Main Renewal - Hukutia Rd - AC Watermain.,Replace the AC watermains with new uPVC/HDPE pipes to maintain LOS and prevent piping failures in the Hukutaia network.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2032-Q3,2033-Q3,,,,,
IP010944,26/03/2024,Ōpōtiki District Council,Hukutaia - Water Main Renewal - Woodlands Road - AC Watermain.,Replace the AC watermains with new uPVC/HDPE pipes to maintain LOS and prevent piping failures in the Hukutaia network.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2032-Q3,2033-Q3,,,,,
IP010945,26/03/2024,Ōpōtiki District Council,Hukutaia - WWPS 04 Rising Main Seperation / WWPS05 Upgrade.,Upgrade WWPS04 rising main and WWPS05 to maintain LOS and account for increased growth in the Hukutaia area.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2027-Q3,2029-Q3,,,,,
IP010946,26/03/2024,Ōpōtiki District Council,Ōhiwa - Water Reticulation Renewals.,Renew end of life assets to maintain LOS within the Ōhiwa water supply reticulation.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2026-Q3,2028-Q3,,,,,
IP010947,26/03/2024,Ōpōtiki District Council,Ohiwa - Water Telemetry Upgrade.,Upgrade the Ōhiwa water supply telemerty to assist with maintaining LOS and meeting compliance.,,In planning,Funding source to be confirmed,Limited,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2024-Q3,2025-Q3,,,,,
IP010948,26/03/2024,Ōpōtiki District Council,Ōhiwa - Water Treatment Renewals.,Renew end of life assets at the Ōhiwa WTP to maintain assets.,,In planning,Funding source to be confirmed,Limited,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2024-Q3,2054-Q3,,,,,
IP010949,26/03/2024,Ōpōtiki District Council,Opotiki Town - Factory Rd Wastewater Extension - 1 - Design Phase.,Install an extension to the wastewater netwrok to allow for industrial growth.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2031-Q3,2032-Q3,,,,,
IP010950,26/03/2024,Ōpōtiki District Council,Opotiki Town - Factory Rd Wastewater Extension - 2 - Implementation Phase.,Install an extension to the wastewater netwrok to allow for industrial growth.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2032-Q3,2034-Q3,,,,,
IP010951,26/03/2024,Ōpōtiki District Council,Opotiki Town - Flood Water Storage Area - Tarawa Creek.,Provide more storage for stormwater to account for climate change and rising sea levels to maintain LOS for the community in Opotiki.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,1 - 5 million,,,,,,,2034-Q3,2036-Q3,,,,,
IP010952,26/03/2024,Ōpōtiki District Council,Opotiki Town - Otara Booster Station Renewals and Pumps.,Renew end of life assets at the Otara booster station to maintain LOS.,,Early planning,Funding source to be confirmed,Limited,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2026-Q3,2034-Q3,,,,,
IP010953,26/03/2024,Ōpōtiki District Council,Opotiki Town - Reticulation Rehabilitation - 1 - Investigations and Planning.,Rehabilitate active reticulation assets to focus on continuing to reduce infiltration and inflow of stormwater into the wastewater network.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2024-Q3,2025-Q3,,,,,
IP010954,26/03/2024,Ōpōtiki District Council,Opotiki Town - Reticulation Rehabilitation - 2 - Design and Approvals.,Rehabilitate active reticulation assets to focus on continuing to reduce infiltration and inflow of stormwater into the wastewater network.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2025-Q3,2026-Q3,,,,,
IP010955,26/03/2024,Ōpōtiki District Council,Opotiki Town - Reticulation Rehabilitation - 3 - Construction.,Rehabilitate active reticulation assets to focus on continuing to reduce infiltration and inflow of stormwater into the wastewater network.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,5 - 25 million,,,,,,,2026-Q3,2031-Q3,,,,,
IP010956,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Rural to Urban Flood Protection - SH 2 Culvert Upgrade - 1 - Investigation & Design.,Upgrade SH2 stormwater culvert in east rural Ōpōtiki to minimise the effect of rural flooding on the eastern urban area of Ōpōtiki.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2025-Q3,2026-Q3,,,,,
IP010957,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Rural to Urban Flood Protection - SH 2 Culvert Upgrade - 2 - Consent and Approvals.,Upgrade SH2 stormwater culvert in east rural Ōpōtiki to minimise the effect of rural flooding on the eastern urban area of Ōpōtiki.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2026-Q3,2028-Q3,,,,,
IP010958,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Rural to Urban Flood Protection - SH 2 Culvert Upgrade - 3 - Construction.,Upgrade SH2 stormwater culvert in east rural Ōpōtiki to minimise the effect of rural flooding on the eastern urban area of Ōpōtiki.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,1 - 5 million,,,,,,,2030-Q3,2031-Q3,,,,,
IP010959,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town-Rural to Urban Flood Protection-Duke St West Stopbank - 1 - Investigations and Design.,Upgrade Duke Street West Stopbank in east Ōpōtiki to minimise the effect of rural flooding on the eastern urban area of Ōpōtiki.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2025-Q3,2026-Q3,,,,,
IP010960,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Rural to Urban Flood Protection - Duke St West Stopbank - 2 - Consent.,Upgrade Duke Street West Stopbank in east Ōpōtiki to minimise the effect of rural flooding on the eastern urban area of Ōpōtiki.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2026-Q3,2027-Q3,,,,,
IP010961,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Rural to Urban Flood Protection - Duke St West Stopbank - 3 - Construction.,Upgrade Duke Street West Stopbank in east Ōpōtiki to minimise the effect of rural flooding on the eastern urban area of Ōpōtiki.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2028-Q3,2029-Q3,,,,,
IP010962,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Stormwater Drainage Renewals.,Renew stormwater drainage systems to maintain LOS.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2024-Q3,2040-Q3,,,,,
IP010963,26/03/2024,Ōpōtiki District Council,Opotiki Town - Stormwater Main Upgrade - St John Street.,Upgrade St John Street stormwater main to maintain LOS and allow for increased capacity.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2036-Q3,2038-Q3,,,,,
IP010964,26/03/2024,Ōpōtiki District Council,Opotiki Town - Stormwater Portable Pumps and Permanent Sumps - 1 - Planning and Design.,Install a portable/permanent sump stormwater system to allow for increased capacity in the network to maintain LOS during flooding events.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2024-Q3,2025-Q3,,,,,
IP010965,26/03/2024,Ōpōtiki District Council,Opotiki Town - Stormwater Portable Pumps and Permanent Sumps - 2 - Sump Construction.,Install a portable/permanent sump stormwater system to allow for increased capacity in the network to maintain LOS during flooding events.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2025-Q3,2027-Q3,,,,,
IP010966,26/03/2024,Ōpōtiki District Council,Opotiki Town - Stormwater Portable Pumps and Permanent Sumps - 3 - Existing Pump Upgrade.,Install a portable/permanent sump stormwater system to allow for increased capacity in the network to maintain LOS during flooding events.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2025-Q3,2026-Q3,,,,,
IP010967,26/03/2024,Ōpōtiki District Council,Opotiki Town - Stormwater Portable Pumps and Permanent Sumps - 4 - New Pump/s Purchase.,Install a portable/permanent sump stormwater system to allow for increased capacity in the network to maintain LOS during flooding events.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2026-Q3,2027-Q3,,,,,
IP010968,26/03/2024,Ōpōtiki District Council,Opotiki Town - Stormwater Pump Station - Tarawa Creek Upgrade.,Provide more capacity for stormwater to account for climate change and rising sea levels to maintain LOS for the community in Opotiki.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,1 - 5 million,,,,,,,2031-Q3,2033-Q3,,,,,
IP010969,26/03/2024,Ōpōtiki District Council,Opotiki Town - Stormwater Pump Station 08 - Church St South - Upgrade.,Provide more capacity for stormwater to account for climate change and rising sea levels to maintain LOS for the community in Opotiki.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2030-Q3,2031-Q3,,,,,
IP010970,26/03/2024,Ōpōtiki District Council,Opotiki Town - Stormwater Pump Stations - Renewals.,Renew end of life pump station assets to maintain LOS.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2024-Q3,2049-Q3,,,,,
IP010971,26/03/2024,Ōpōtiki District Council,Opotiki Town - Stormwater Reticulation extensions/upgrades.,Upgrade and extend the stormwater reticulation network to keep up with projected climate change and sea level rise scenarios  and maintain or improve LOS within Ōpōtiki to mitigate flooding.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,5 - 25 million,,,,,,,2030-Q3,2054-Q3,,,,,
IP010972,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Stormwater Reticulation Renewals.,Renew end of life assets within the stormwater reticulation to maintain LOS.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,5 - 25 million,,,,,,,2024-Q3,2054-Q3,,,,,
IP010973,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Valves  Hydrants and Meters Renewals.,Renew end of life valves  hydrants and meters within the Ōpōtiki town reticulation network to maintain LOS to the community.,,In planning,Funding source to be confirmed,Limited,To be determined,Bay of Plenty,,,Water,1 - 5 million,,,,,,,2025-Q3,2041-Q3,,,,,
IP010974,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Wastewater Extension Stage 2 - Otara Rd.,Extend the wastewater reticulation on Otara Road to allow for increased industrial growth.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2031-Q3,2032-Q3,,,,,
IP010975,26/03/2024,Ōpōtiki District Council,Opotiki Town - Wastewater Pump Station 01 Potts Avenue - Upgrade.,Upgrade WWPS01 to allow for additional capacity  due to WWPS01 being a critical pumpstation within the wastewater network. All wastewater from Ōpōtiki flows through this pump station and therefore WWPS01 reaches capcity quickly.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,1 - 5 million,,,,,,,2024-Q3,2027-Q3,,,,,
IP010976,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Wastewater Reticulation Renewals.,Renew end of life assets within the wastewater reticulation network to maintain LOS.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,1 - 5 million,,,,,,,2024-Q3,2054-Q3,,,,,
IP010977,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Wastewater reticulation renewals - Waiotahe Drifts - replace PN6 rising main.,Replace PN6 rising main with PN12 to allow for increased capacvity within the wastewater network in the Waiotahe Drifts.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2026-Q3,2028-Q3,,,,,
IP010978,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Wastewater Treatment Renewals.,Renew end of life assets to maintain the Water Treatment Plants assets.,,In planning,Funding source to be confirmed,Limited,To be determined,Bay of Plenty,,,Water,1 - 5 million,,,,,,,2024-Q3,2054-Q3,,,,,
IP010979,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Water Reservoir Lining Renewal.,Renew the lining of the water reservoir at the Ōpōtiki WTP to maintain integrity of the liner.,,In planning,Funding source to be confirmed,Limited,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2028-Q3,2029-Q3,,,,,
IP010980,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Water Reticulation Renewals.,Renew end of life pipe assets within the Ōpōtiki reticulation network to maintain LOS to the community.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,1 - 5 million,,,,,,,2024-Q3,2054-Q3,,,,,
IP010981,26/03/2024,Ōpōtiki District Council,Opotiki Town-Water Reticulation Renewals - 5.8km DN300 uPVC WTP to Ford Street 1 Planning & Design.,Replacement of 5.8 km of DN300 u PVC watermain running from the WTP to Ford Street with new DN300 uPVC-HDPE to reduce the further risk of pipe failures along the watermain.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2024-Q3,2025-Q3,,,,,
IP010982,26/03/2024,Ōpōtiki District Council,Opotiki Town - Water Reticulation Renewals - 5.8km DN300 uPVC WTP to Ford Street - 2 - Construction.,Replacement of 5.8 km of DN300 u PVC watermain running from the WTP to Ford Street with new DN300 uPVC-HDPE to reduce the further risk of pipe failures along the watermain.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,5 - 25 million,,,,,,,2027-Q3,2052-Q3,,,,,
IP010983,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Water Reticulation Renewals - Opotiki WTP Treated Water Main.,Renew end of life assets on the Ōpōtiki WTP treated watermain to maintain LOS.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2030-Q3,2031-Q3,,,,,
IP010984,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Water Reticulation Upgrades for Harbour.,Upgrade water supply reticulation to account for the increased demand as a result of the harbour project to maintain LOS to community.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2027-Q3,2028-Q3,,,,,
IP010985,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Water Ring Main - Duke St - 1 - Planning and Design Phase.,Install a water supply ring main on Duke Street to allow for increased growth.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2038-Q3,2039-Q3,,,,,
IP010986,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Water Ring Main - Duke St - 2 - Easement Arrangement.,Install a water supply ring main on Duke Street to allow for increased growth.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2039-Q3,2040-Q3,,,,,
IP010987,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Water Ring Main - Duke St - 3 - Construction Phase.,Install a water supply ring main on Duke Street to allow for increased growth.,,Early planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2040-Q3,2041-Q3,,,,,
IP010988,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Water Treatment Renewals.,Renew end of life assets at the Ōpōtiki WTP to maintain WTPO assets and LOS to Ōpōtiki.,,In planning,Funding source to be confirmed,Limited,To be determined,Bay of Plenty,,,Water,1 - 5 million,,,,,,,2024-Q3,2054-Q3,,,,,
IP010989,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - Water Treatment UV Renewals.,Renew end of life UV assets at the Ōpōtiki WTP LOS and compliance.,,In planning,Funding source to be confirmed,Limited,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2025-Q3,2038-Q3,,,,,
IP010990,26/03/2024,Ōpōtiki District Council,Opotiki Town - WWPS01 Rising main to WWTP - Diversion and Upgrade.,Upgrade and divert WWPS01 rising main the WWTP in Ōpōtiki to allow for increased flows from WWPS01 upgrades.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,1 - 5 million,,,,,,,2024-Q3,2028-Q3,,,,,
IP010991,26/03/2024,Ōpōtiki District Council,Ōpōtiki Town - WWTP - Stage 1 - New Resource Consent.,Upgrade Ōpōtiki WWTP to meet increased demand and compliance in relation to new resource consent.,,In planning,Funding source to be confirmed,Open,To be determined,Bay of Plenty,,,Water,< 1 million,,,,,,,2024-Q3,2026-Q3,,,,,
