"PrimaryKey","ProjectName","ProjectStatus","FundingStatus","ProcurementType","ProjectRegion","ProjectCityTown","CommissionAssignedInfrastructureSector","EstimatedProjectValueRange","EstimatedQuarterBusinessCaseStart","EstimatedQuarterBusinessCaseCompletion","EstimatedQuarterConstructionStart","EstimatedQuarterConstructionCompletion","EstimatedQuarterProjectRangeStart","EstimatedQuarterProjectRangeCompletion","planned_duration","funding_status_indicator","ProjectRegionCode","GDP_Start","CPI_Start","GDP_End","CPI_End","GDP_Delta_Percent","CPI_Delta_Percent","avg_group_delay","predicted_delay","likelihood"
"NZTA_128712017","Weigh Right Bombay","Under construction","Fully funded","To be determined","Auckland",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2017-07-01,2026-04-01,3196,0,1,60.387,1.742739,73.10828,2.067911,21.0662559822478,18.6586746495029,-48.2584269662921,-715.117526302848,60.2621754153956
"NZTA_128812013","SH1 WEx Te Rapa Section","Post implementation","Fully funded","Open","Waikato",NA,"Transport","50 - 100 million",NA,NA,NA,NA,2019-01-01,2026-07-01,2738,0,16,63.672,1.888668,73.65541,2.048457,15.6794352305566,8.46040701700881,-72.4655172413793,-493.409654871073,75.9397611390072
"NZTA_129252013","SH1 Additional Waitemata Harbour Connect","Early planning","Funding source to be confirmed","To be determined","Auckland",NA,"Transport","100 - 250 million",NA,NA,NA,NA,2022-01-01,2027-04-01,1916,0,1,67.989,5.949008,75.21558,2.014421,10.6290429334157,-66.1385394001824,-48.2584269662921,-57.2105740932099,79.9961318920018
"NZTA_129512017","Weigh Right MacKays","In planning","Fully funded","To be determined","Wellington",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2017-07-01,2026-04-01,3196,0,18,60.387,1.742739,73.10828,2.067911,21.0662559822478,18.6586746495029,-168.695652173913,-1114.7602272182,36.3914961219482
"NZTA_129802017","Hamilton to Cambridge Cycle Connection","Post implementation","Fully funded","To be determined","Waikato",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2016-07-01,2025-04-01,3196,0,16,58.469,0.416667,70.79394,2.389024,21.0794438078298,473.365301307759,-72.4655172413793,-733.82159300696,67.2767761138409
"NZTA_132102018","SH30 Kopaki Bridge Replacement","Under construction","Fully funded","Open","Waikato",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2018-07-01,2028-04-01,3562,0,16,62.626,1.5,77.22976,1.996746,23.3190048861495,33.1164,-72.4655172413793,-847.570026254139,63.1779739432953
"NZTA_132702018","Peka Peka to Otaki Revocation","Under construction","Part funded","To be determined","Wellington",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2021-10-01,2027-04-01,2008,0,18,65.62,4.933586,75.21558,2.014421,14.6229503200244,-59.1692330892783,-168.695652173913,-438.959403096539,67.5774364896656
"NZTA_133502018","Palmerston North Integrated Transport Im","Early planning","Funding source to be confirmed","To be determined","Manawatū - Whanganui",NA,"Transport","< 1 million",NA,NA,NA,NA,2018-07-01,2025-04-01,2466,0,6,62.626,1.5,70.79394,2.389024,13.0424105004311,59.2682666666667,-88.5454545454545,-541.883647757938,58.0785381081004
"NZTA_133702013","SH2: Baypark to Bayfair Link Upgrade","Under construction","Fully funded","Open","Bay of Plenty",NA,"Transport","250 - 500 million",NA,NA,NA,NA,2015-01-01,2026-07-01,4199,0,2,55.48,0.757576,73.65541,2.048457,32.7602919971161,170.396237473204,-19.6428571428571,-417.72603186027,80.7570239605398
"NZTA_135002018","Te Ahu a Turanga Manawatu Tararua Highw","Under construction","Fully funded","Open","Manawatū - Whanganui",NA,"Transport","500 million - 1 billion",NA,NA,NA,NA,2018-07-01,2025-04-01,2466,0,6,62.626,1.5,70.79394,2.389024,13.0424105004311,59.2682666666667,-88.5454545454545,-116.301720928593,83.100176423139
"NZTA_135342018","SH43 Forgotten World Highway-Tangarakau","Under construction","Fully funded","Open","Taranaki",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2018-10-01,2026-01-01,2649,0,14,62.727,1.901299,72.54655,2.100296,15.6544231351731,10.4663706234527,-91.3333333333333,-578.399094672289,18.0812442598177
"NZTA_135412018","SH35 and connecting routes: Resilience","Under construction","Fully funded","To be determined","Gisborne",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2018-07-01,2027-04-01,3196,0,4,62.626,1.5,75.21558,2.014421,20.1028007536806,34.2947333333333,-2130.11111111111,-2323.70042618377,46.6858335647786
"NZTA_135442018","SH35 and connecting routes: Passing Oppo","Under construction","Fully funded","To be determined","Gisborne",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2018-07-01,2024-10-01,2284,0,4,62.626,1.5,69.83852,2.715554,11.5168141027688,81.0369333333333,-2130.11111111111,-2040.26170727276,61.4445048473293
"NZTA_135912018","Waikare Gorge","In planning","Part funded","To be determined","Hawke's Bay",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2018-07-01,2029-10-01,4110,0,5,62.626,1.5,77.72758,1.99759,24.1139143486731,33.1726666666667,-38.125,-1297.93263528417,0
"NZTA_136102018","SH2 Inter-Reg connections: Passing Opps","Under construction","Fully funded","Direct","Hawke's Bay",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2018-07-01,2027-04-01,3196,0,5,62.626,1.5,75.21558,2.014421,20.1028007536806,34.2947333333333,-38.125,-707.2877420634,36.6622570014524
"NZTA_136442013","RoNS SH1 Belfast to Pegasus & Woodend BP","Early planning","Part funded","To be determined","Canterbury",NA,"Transport","500 million - 1 billion",NA,NA,NA,NA,2013-07-01,2032-04-01,6849,0,3,52.433,0.684932,77.72758,1.99759,48.2417180020216,191.64793001349,-36.8563535911602,-1438.54726459917,67.586354711875
"NZTA_137002019","Dunedin City and Hospital","Early planning","Funding source to be confirmed","To be determined","Otago",NA,"Social","1 - 5 million",NA,NA,NA,NA,2019-07-01,2024-07-01,1827,0,11,64.324,1.674877,69.52124,3.42672,8.07978359554755,104.595322522191,-223.7,-444.536224162961,50
"NZTA_137382013","Loop Rd Nth to Smeatons Hill SI","Under construction","Fully funded","Open","Northland",NA,"Transport","25 - 50 million",NA,NA,NA,NA,2016-01-01,2026-10-01,3926,0,10,57.267,0.083542,74.1876,2.0319,29.5468594478495,2332.18979674894,-43.96,-901.716873520569,43.7523286026981
"NZTA_137452019","Hamilton Urban Improvements - Bus priori","Early planning","Funding source to be confirmed","To be determined","Waikato",NA,"Transport","< 1 million",NA,NA,NA,NA,2022-01-01,2028-01-01,2191,0,16,67.989,5.949008,76.72869,1.997825,12.854564708997,-66.4175102807056,-72.4655172413793,-443.992460728683,77.7204564578865
"NZTA_137792019","Wakatipu Walking/Cycling Network Improve","Under construction","Fully funded","Direct","Otago",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2019-07-01,2026-04-01,2466,0,11,64.324,1.674877,73.10828,2.067911,13.6563024687519,23.4664396251187,-223.7,-623.800489640161,56.5297653751531
"NZTA_138102019","SH1 Whangarei to Wellsford SSI (Northern","Under construction","Fully funded","To be determined","Northland",NA,"Transport","1 - 5 million",NA,NA,NA,NA,2019-07-01,2026-04-01,2466,0,10,64.324,1.674877,73.10828,2.067911,13.6563024687519,23.4664396251187,-43.96,-504.250285554699,61.8866478869478
"NZTA_138812019","SH1 Tokoroa to Taupo Safer Corridor","Under construction","Fully funded","To be determined","Waikato",NA,"Transport","25 - 50 million",NA,NA,NA,NA,2021-01-01,2026-04-01,1916,0,16,66.279,1.436782,73.10828,2.067911,10.3038368110563,43.9265664519739,-72.4655172413793,-299.058182565785,82.9430069314358
"NZTA_138902019","SH1 Whangarei to Wellsford SSI (Central","Under construction","Fully funded","Open","Northland",NA,"Transport","50 - 100 million",NA,NA,NA,NA,2019-10-01,2029-04-01,3470,0,10,64.868,1.464844,77.72758,1.99759,19.8242276623297,36.3687873930603,-43.96,-698.881193667674,53.0066586320844
"NZTA_139372019","SH1 Second Mt Victoria Tunnel and Basin Reserve Upgrade","In planning","Funding source to be confirmed","To be determined","Wellington",NA,"Transport","1 billion +",NA,NA,NA,NA,2019-10-01,2035-04-01,5661,0,18,64.868,1.464844,77.72758,1.99759,19.8242276623297,36.3687873930603,-168.695652173913,-1903.36569430525,0
"NZTA_139912019","RoNS SH29 Tauriko West Network Connection","Early planning","Funding source to be confirmed","To be determined","Canterbury",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2019-07-01,2027-04-01,2831,0,3,64.324,1.674877,75.21558,2.014421,16.9323736086064,20.2727722692472,-36.8563535911602,-592.869853213401,83.1953618539679
"NZTA_140212019","SH1 Whangarei to Wellsford SSI (Southern","Under construction","Fully funded","To be determined","Northland",NA,"Transport","25 - 50 million",NA,NA,NA,NA,2019-07-01,2027-04-01,2831,0,10,64.324,1.674877,75.21558,2.014421,16.9323736086064,20.2727722692472,-43.96,-561.403937985976,59.2790259815342
"NZTA_140302019","SH1 Ashley to Belfast Saltwater-William","In planning","Part funded","To be determined","Canterbury",NA,"Transport","25 - 50 million",NA,NA,NA,NA,2019-10-01,2025-04-01,2009,0,3,64.868,1.464844,70.79394,2.389024,9.13538262317323,63.0906772325244,-36.8563535911602,-607.03197653749,82.9339658640352
"NZTA_140322019","SH1/SH57 - Otaki to Levin SIP","Under construction","Fully funded","Open","Manawatū - Whanganui",NA,"Transport","25 - 50 million",NA,NA,NA,NA,2020-01-01,2025-07-01,2008,0,6,65.376,1.853659,71.39126,2.23914,9.20102178169358,20.7956803273957,-88.5454545454545,-340.075152971451,69.9436546629082
"NZTA_140352019","SH1 Cambridge to Piarere safety imp","Under construction","Fully funded","Direct","Waikato",NA,"Transport","25 - 50 million",NA,NA,NA,NA,2020-01-01,2026-10-01,2465,0,16,65.376,1.853659,74.1876,2.0319,13.4783406754772,9.61563049082921,-72.4655172413793,-469.680832436553,76.7948036756174
"NZTA_140362019","SH1 Oamaru-Dunedin (Herbert to Hampden)","On hold","Funding source to be confirmed","To be determined","Otago",NA,"Transport","< 1 million",NA,NA,NA,NA,2019-10-01,2025-04-01,2009,0,11,64.868,1.464844,70.79394,2.389024,9.13538262317323,63.0906772325244,-223.7,-504.283219163672,64.0920952747943
"NZTA_140392019","SH22: SH1 Drury to Paerata (corridor)","In planning","Part funded","To be determined","Auckland",NA,"Transport","1 - 5 million",NA,NA,NA,NA,2019-10-01,2025-04-01,2009,0,1,64.868,1.464844,70.79394,2.389024,9.13538262317323,63.0906772325244,-48.2584269662921,-672.125997195659,61.5517087778484
"NZTA_140512019","SH2 Omokoroa to Te Puna safety imp","Under construction","Fully funded","To be determined","Bay of Plenty",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2022-07-01,2025-04-01,1005,0,2,68.588,7.301294,70.79394,2.389024,3.21621858050973,-67.279443890357,-19.6428571428571,-12.0705052553625,91.6289548350784
"NZTA_140652013","RoRS Walnut Avenue Intersection Improvements","Post implementation","Fully funded","To be determined","Canterbury",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2012-10-01,2027-07-01,5386,0,3,51.202,0.774527,75.72233,2.008215,47.8893988516074,159.282762253608,-36.8563535911602,-1386.93336946078,68.5390130742713
"NZTA_140702019","SH94 Homer Tunnel Rockfall/Avalanche Pro","Early planning","Funding source to be confirmed","To be determined","Southland",NA,"Transport","< 1 million",NA,NA,NA,NA,2022-10-01,2024-10-01,731,0,13,69.816,7.233273,69.83852,2.715554,0.0322562163400941,-62.4574656590454,-127.8,-32.9971159733469,100
"NZTA_141102019","SH38 Wairoa to Murupara","Under construction","Funding source to be confirmed","To be determined","Hawke's Bay",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2019-10-01,2029-10-01,3653,0,5,64.868,1.464844,77.72758,1.99759,19.8242276623297,36.3687873930603,-38.125,-849.317889587883,27.8462224767104
"NZTA_141722019","North West Rapid Transit Improvements","Early planning","Funding source to be confirmed","To be determined","Auckland",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2019-07-01,2038-04-01,6849,0,1,64.324,1.674877,77.72758,1.99759,20.8376033828742,19.267862654989,-48.2584269662921,-1850.42634229177,26.2085228631821
"NZTA_142432013","RoNS Hamilton Southern Links","Early planning","Part funded","To be determined","Waikato",NA,"Transport","1 billion +",NA,NA,NA,NA,2009-04-01,2034-04-01,9131,0,16,49.364,1.665125,77.72758,1.99759,57.4580260918888,19.9663688912244,-72.4655172413793,-2600.86165945935,0
"NZTA_142502020","RoRS Penlink","Under construction","Fully funded","To be determined","Auckland",NA,"Transport","500 million - 1 billion",NA,NA,NA,NA,2019-07-01,2029-07-01,3653,0,1,64.324,1.674877,77.72758,1.99759,20.8376033828742,19.267862654989,-48.2584269662921,-454.07862404598,68.09205214574
"NZTA_142662020","RIO SH05 and SH36 Ngongotaha IS IMPR","Under construction","Fully funded","Open","Bay of Plenty",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2020-01-01,2025-01-01,1827,0,2,65.376,1.853659,70.23492,2.514151,7.43226872246696,35.6317963552088,-19.6428571428571,-267.538297958043,84.7821895360082
"NZTA_142682020","RIO West Coast SL Bridge SFT IMPR","Under construction","Fully funded","Open","West Coast",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2020-01-01,2024-10-01,1735,0,17,65.376,1.853659,69.83852,2.715554,6.82593000489476,46.4969554810243,0,-223.768370068902,51.03685937754
"NZTA_142832020","RIO SH08-SH79-SH80 MacKenzie Basin IMPR","Post implementation","Fully funded","To be determined","Canterbury",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2020-01-01,2024-04-01,1552,0,3,65.376,1.853659,69.40367,4.013946,6.16077765540871,116.541769548768,-36.8563535911602,-195.371912986237,90.5321407538629
"NZTA_142842020","RIO SH06 and SH08B Cromwell IS SFT IMPR","Post implementation","Fully funded","Open","Otago",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2020-07-01,2024-04-01,1370,0,11,58.01,1.453488,69.40367,4.013946,19.6408722634029,176.159555496846,-223.7,-283.176766036587,78.0823741258789
"NZTA_142852020","RIO SH01S Kakanui Rvr Flood Mitigation","Under construction","Fully funded","To be determined","Otago",NA,"Transport","1 - 5 million",NA,NA,NA,NA,2020-07-01,2025-10-01,1918,0,11,58.01,1.453488,71.97811,2.149748,24.0787967591795,47.9027002630913,-223.7,-472.817938440265,66.0830279012387
"NZTA_142902020","RIO SH43 SFT IMPR","Under construction","Fully funded","To be determined","Taranaki",NA,"Transport","1 - 5 million",NA,NA,NA,NA,2020-07-01,2025-04-01,1735,0,14,58.01,1.453488,70.79394,2.389024,22.0374762971902,64.3648932774127,-91.3333333333333,-313.668110225213,49.6473560726792
"NZTA_142922020","RIO SH43 Kahouri Stream Bridge Replaceme","In planning","Fully funded","Open","Taranaki",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2020-07-01,2025-10-01,1918,0,14,58.01,1.453488,71.97811,2.149748,24.0787967591795,47.9027002630913,-91.3333333333333,-657.797614418711,8.61388796479993
"NZTA_143102020","SH1 Levin to Foxton SIP","Under construction","Fully funded","To be determined","Manawatū - Whanganui",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2020-04-01,2028-04-01,2922,0,6,64.568,2.534113,77.22976,1.996746,19.6099615908809,-21.2053290441271,-88.5454545454545,-661.090130165446,51.0699193215119
"NZTA_143202020","Auckland Network Optimisation Programme","Under construction","Fully funded","To be determined","Auckland",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2020-01-01,2025-04-01,1917,0,1,65.376,1.853659,70.79394,2.389024,8.28735315712188,28.8815256743554,-48.2584269662921,-317.619586075684,72.1851487562882
"NZTA_143272013","CHCH Northern Arterial Rural with QE2","Post implementation","Fully funded","Open","Canterbury",NA,"Transport","250 - 500 million",NA,NA,NA,NA,2015-07-01,2024-10-01,3380,0,3,56.121,0.41841,69.83852,2.715554,24.4427576130147,549.017470901747,-36.8563535911602,-176.490937362602,90.8806344931909
"NZTA_143502020","SH2 Masterton to Carterton (CI)","Under construction","Fully funded","Open","Wellington",NA,"Transport","25 - 50 million",NA,NA,NA,NA,2020-07-01,2025-07-01,1826,0,18,58.01,1.453488,71.39126,2.23914,23.0671608343389,54.0528714375351,-168.695652173913,-345.441292396901,71.8929834962426
"NZTA_143602020","SH3 - New Plymouth to Egmont Village","Under construction","Fully funded","To be determined","Taranaki",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2020-07-01,2027-10-01,2648,0,14,58.01,1.453488,76.22636,2.002692,31.4021030856749,37.7852448730227,-91.3333333333333,-578.088306603308,18.1183021469255
"NZTA_143702020","SH1 Picton Port Access Improvements","In planning","Funding source to be confirmed","To be determined","Marlborough",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2020-01-01,2024-04-01,1552,0,7,65.376,1.853659,69.40367,4.013946,6.16077765540871,116.541769548768,-60.8333333333333,-520.482778601352,7.09923567394277
"NZTA_143802020","RoRS SH58 Safety Improvements - Stage 2","Under construction","Fully funded","To be determined","Wellington",NA,"Transport","100 - 250 million",NA,NA,NA,NA,2019-07-01,2027-04-01,2831,0,18,64.324,1.674877,75.21558,2.014421,16.9323736086064,20.2727722692472,-168.695652173913,-434.639759954709,67.7767735259973
"NZTA_144012020","SH1 Taupo Airport to Hatepe","In planning","Part funded","To be determined","Waikato",NA,"Transport","50 - 100 million",NA,NA,NA,NA,2021-04-01,2028-04-01,2557,0,16,67.481,1.520913,77.22976,1.996746,14.4466738785732,31.2860104424119,-72.4655172413793,-743.741612557245,66.9193189031889
"NZTA_144042013","Western Belfast By-Pass","Post implementation","Fully funded","Open","Canterbury",NA,"Transport","50 - 100 million",NA,NA,NA,NA,2015-04-01,2024-04-01,3288,0,3,55.682,0.251678,69.40367,4.013946,24.6429187170001,1494.87360834082,-36.8563535911602,-636.828998195462,82.3839902851555
"NZTA_144042020","SH1 Tokoroa to Taupo - CI Stage 2","In planning","Part funded","To be determined","Waikato",NA,"Transport","100 - 250 million",NA,NA,NA,NA,2020-07-01,2030-10-01,3744,0,16,58.01,1.453488,77.72758,1.99759,33.9899672470264,37.4342271831622,-72.4655172413793,-950.619829067054,59.4646853872584
"NZTA_144082020","SH1 Selwyn River to Ashburton Safety Imp","In planning","Fully funded","To be determined","Canterbury",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2020-07-01,2030-10-01,3744,0,3,58.01,1.453488,77.72758,1.99759,33.9899672470264,37.4342271831622,-36.8563535911602,-1183.20395836519,72.299328520837
"NZTA_144112020","SH6 Wanaka to Luggate SC - SH84 IS","Under construction","Fully funded","Open","Otago",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2021-01-01,2025-10-01,1734,0,11,66.279,1.436782,71.97811,2.149748,8.59866624421009,49.6224201027017,-223.7,-396.303623145803,70.9243909276451
"NZTA_144152020","SH1 Bulls to Sanson CI - Pukenui Rd IS","Under construction","Fully funded","Open","Manawatū - Whanganui",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2020-07-01,2025-07-01,1826,0,6,58.01,1.453488,71.39126,2.23914,23.0671608343389,54.0528714375351,-88.5454545454545,-320.466406561872,71.0965301248132
"NZTA_144162020","SH1 Oamaru-Dunedin (Hampden-Palmerston)","On hold","Funding source to be confirmed","To be determined","Otago",NA,"Transport","1 - 5 million",NA,NA,NA,NA,2020-10-01,2025-04-01,1643,0,11,66.175,1.443696,70.79394,2.389024,6.97988666414811,65.4797131806142,-223.7,-387.35121947039,71.4908448779263
"NZTA_144212013","SH1 WEx Rangiriri Section","Post implementation","Fully funded","Open","Waikato",NA,"Transport","100 - 250 million",NA,NA,NA,NA,2014-07-01,2029-07-01,5479,0,16,53.942,1.615646,77.72758,1.99759,44.0947313781469,23.6403271508734,-72.4655172413793,-1183.25253057792,51.0820167678093
"NZTA_144522020","RoRS SH1 Tinwald Corridor Improvements","Post implementation","Fully funded","To be determined","Canterbury",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2020-07-01,2025-07-01,1826,0,3,58.01,1.453488,71.39126,2.23914,23.0671608343389,54.0528714375351,-36.8563535911602,-280.52784388713,88.9603835853162
"NZTA_144602020","RoRS Rolleston Access Improvements","In planning","Fully funded","To be determined","Canterbury",NA,"Transport","100 - 250 million",NA,NA,NA,NA,2020-07-01,2033-04-01,4657,0,3,58.01,1.453488,77.72758,1.99759,33.9899672470264,37.4342271831622,-36.8563535911602,-1206.85524143168,71.8627873038975
"NZTA_144902020","SH33 (Te Ngae Junction-Paengaroa) TNJ IS","Under construction","Fully funded","Open","Bay of Plenty",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2020-10-01,2024-10-01,1461,0,2,66.175,1.443696,69.83852,2.715554,5.53610880241784,88.0973556759872,-19.6428571428571,-153.789864710864,87.830749267711
"NZTA_145502013","RoRS SH1-29 Intersection Improvements","Under construction","Fully funded","To be determined","Waikato",NA,"Transport","50 - 100 million",NA,NA,NA,NA,2019-07-01,2029-04-01,3562,0,16,64.324,1.674877,77.72758,1.99759,20.8376033828742,19.267862654989,-72.4655172413793,-749.499023711716,66.7118567987625
"NZTA_145602020","SH25 Pepe Stream Bridge replacement","In planning","Part funded","Open","Waikato",NA,"Transport","1 - 5 million",NA,NA,NA,NA,2020-10-01,2028-07-01,2830,0,16,66.175,1.443696,77.72758,1.99759,17.4576199471099,38.3663873834935,-72.4655172413793,-945.987068533471,59.6316219189415
"NZTA_146012020","CIP SH30 Eastern Corridor, Rotorua","Under construction","Fully funded","Open","Bay of Plenty",NA,"Transport","25 - 50 million",NA,NA,NA,NA,2020-07-01,2025-10-01,1918,0,2,58.01,1.453488,71.97811,2.149748,24.0787967591795,47.9027002630913,-19.6428571428571,-258.865330090318,85.0146328307519
"NZTA_146022020","CIP SH94 Homer Tunnel","Under construction","Fully funded","Open","Southland",NA,"Transport","25 - 50 million",NA,NA,NA,NA,2020-07-01,2026-04-01,2100,0,13,58.01,1.453488,73.10828,2.067911,26.0270298224444,42.2723132217122,-127.8,-398.998423215811,52.5819927888161
"NZTA_148622021","SH29 Piarere to SH28","In planning","Part funded","To be determined","Waikato",NA,"Transport","50 - 100 million",NA,NA,NA,NA,2021-07-01,2027-04-01,2100,0,16,68.294,3.342884,75.21558,2.014421,10.1349752540487,-39.7400268749978,-72.4655172413793,-601.711465032762,72.0372221598538
"NZTA_148632021","SH30 Awakeri to Whakatane","In planning","Part funded","To be determined","Bay of Plenty",NA,"Transport","50 - 100 million",NA,NA,NA,NA,2021-01-01,2030-07-01,3468,0,2,66.279,1.436782,77.72758,1.99759,17.273314322787,39.0322261832345,-19.6428571428571,-986.055114785838,65.5252963041465
"NZTA_148642021","SH5 Tirau to Tarukenga Marae Rd","In planning","Fully funded","To be determined","Waikato",NA,"Transport","25 - 50 million",NA,NA,NA,NA,2021-01-01,2029-10-01,3195,0,16,66.279,1.436782,77.72758,1.99759,17.273314322787,39.0322261832345,-72.4655172413793,-1003.14072096475,57.5721516655722
"NZTA_148652021","SH51 Napier to Hastings","Under construction","Fully funded","To be determined","Hawke's Bay",NA,"Transport","25 - 50 million",NA,NA,NA,NA,2021-07-01,2025-04-01,1370,0,5,68.294,3.342884,70.79394,2.389024,3.66055583213754,-28.5340442563966,-38.125,-102.8340459584,74.1816481050276
"NZTA_148672021","SH2 Remutaka","Under construction","Fully funded","To be determined","Wellington",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2021-01-01,2026-10-01,2099,0,18,66.279,1.436782,74.1876,2.0319,11.9322862445118,41.4202015337052,-168.695652173913,-467.241117373843,66.2723302757228
"NZTA_148732021","SH3/3A New Plymouth to Hawera","In planning","Fully funded","To be determined","Taranaki",NA,"Transport","50 - 100 million",NA,NA,NA,NA,2021-07-01,2028-04-01,2466,0,14,68.294,3.342884,77.22976,1.996746,13.0842533751135,-40.2687619432801,-91.3333333333333,-730.038473678076,0
"NZTA_148742021","SH1 Templeton to Selwyn River","In planning","Part funded","To be determined","Canterbury",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2021-07-01,2028-04-01,2466,0,3,68.294,3.342884,77.22976,1.996746,13.0842533751135,-40.2687619432801,-36.8563535911602,-786.016806207003,79.6303710807008
"NZTA_148752021","SH2 Hutt Valley","Under construction","Fully funded","Open","Wellington",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2021-01-01,2027-10-01,2464,0,18,66.279,1.436782,76.22636,2.002692,15.0083133420842,39.3873252866475,-168.695652173913,-580.678762552041,61.0375635934248
"NZTA_148762021","SH71 Rangiora to SH1","On hold","Funding source to be confirmed","To be determined","Canterbury",NA,"Transport","1 - 5 million",NA,NA,NA,NA,2021-01-01,2027-04-01,2281,0,3,66.279,1.436782,75.21558,2.014421,13.4832752455529,40.2036634646035,-36.8563535911602,-441.265725875542,85.9935800332967
"NZTA_148782021","SH6 Hardware Ln to McDowell Dr","On hold","Funding source to be confirmed","To be determined","Otago",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2021-01-01,2025-10-01,1734,0,11,66.279,1.436782,71.97811,2.149748,8.59866624421009,49.6224201027017,-223.7,-396.303623145803,70.9243909276451
"NZTA_148802021","SH1 Timaru to St Andrews","In planning","Part funded","To be determined","Canterbury",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2021-07-01,2026-04-01,1735,0,3,68.294,3.342884,73.10828,2.067911,7.04934547690866,-38.1399115254971,-36.8563535911602,-558.830727781626,83.8236356435025
"NZTA_148832021","SH60 Takaka Hill Resilience Improvements","On hold","Funding source to be confirmed","To be determined","Tasman",NA,"Transport","< 1 million",NA,NA,NA,NA,2021-07-01,2029-04-01,2831,0,15,68.294,3.342884,77.72758,1.99759,13.8131900313351,-40.2435142828767,-45.75,-622.254574575741,77.6614274247711
"NZTA_148902021","SH73 West Melton to Yaldhurst","On hold","Funding source to be confirmed","To be determined","Canterbury",NA,"Transport","25 - 50 million",NA,NA,NA,NA,2021-01-01,2028-01-01,2556,0,3,66.279,1.436782,76.72869,1.997825,15.7662155433848,39.0485821787856,-36.8563535911602,-470.448452098496,85.4549427516252
"NZTA_148932021","SH23 and SH39 IS","In planning","Part funded","To be determined","Waikato",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2021-07-01,2026-10-01,1918,0,16,68.294,3.342884,74.1876,2.0319,8.62974785486281,-39.2171550074726,-72.4655172413793,-643.219039020576,70.5415414766251
"NZTA_148952021","SH3 and SH4 IS","On hold","Funding source to be confirmed","To be determined","Waikato",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2021-01-01,2026-10-01,2099,0,16,66.279,1.436782,74.1876,2.0319,11.9322862445118,41.4202015337052,-72.4655172413793,-392.887081334404,79.5619837124434
"NZTA_148972021","SH3 and Raynes Rd IS","In planning","Part funded","To be determined","Waikato",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2021-01-01,2027-04-01,2281,0,16,66.279,1.436782,75.21558,2.014421,13.4832752455529,40.2036634646035,-72.4655172413793,-756.035108060811,66.4763360451823
"NZTA_148992021","SH3 Whanganui to Bulls","In planning","Fully funded","To be determined","Manawatū - Whanganui",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2021-01-01,2030-07-01,3468,0,6,66.279,1.436782,77.72758,1.99759,17.273314322787,39.0322261832345,-88.5454545454545,-1137.36501400107,23.0678423285884
"NZTA_149002021","SH6 SH69 to Charleston","In planning","Part funded","To be determined","West Coast",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2021-07-01,2027-04-01,2100,0,17,68.294,3.342884,75.21558,2.014421,10.1349752540487,-39.7400268749978,0,-643.790613418899,0
"NZTA_149132021","RoNS SH1 Cambridge to Piarere","Early planning","Funding source to be confirmed","To be determined","Bay of Plenty",NA,"Transport","< 1 million",NA,NA,NA,NA,2023-10-01,2024-10-01,366,0,2,69.371,5.649241,69.83852,2.715554,0.673941560594496,-51.9306398859599,-19.6428571428571,164.010193775735,96.3480750310447
